needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
3,288,0.500,PH-5,null,0.993,Dg-031,Coyote
3,288,0.500,PH-5,null,0.990,Cw-1223,Cow
3,288,0.500,PH-5,null,0.989,Ho-049,Horse
