needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
4,98,0.000,PH-4,Cow(3)(16.000000),0.994,Cw-1277,Cow
4,98,0.000,PH-4,Cow(3)(16.000000),0.993,Cw-1278,Cow
4,98,0.000,PH-4,Cow(3)(16.000000),0.991,Cw-1377,Cow
4,98,0.000,PH-4,Cow(3)(16.000000),0.990,Ho-023,Horse
