needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
3,41,0.950,PH-4,Cow(3)(16.000000),0.994,Cw-1277,Cow
3,41,0.950,PH-4,Cow(3)(16.000000),0.993,Cw-1278,Cow
3,41,0.950,PH-4,Cow(3)(16.000000),0.991,Cw-1377,Cow
