needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
8,368,0.980,PH-2,null,0.991,Cw-1311,Cow
8,368,0.980,PH-2,null,0.990,Cw-1255,Cow
8,368,0.980,PH-2,null,0.988,Cw-1299,Cow
8,368,0.980,PH-2,null,0.988,Cw-1300,Cow
8,368,0.980,PH-2,null,0.987,Cw-1263,Cow
