needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
6,141,0.000,PH-1,Cow(6)(35.500000),0.992,Cw-1311,Cow
6,141,0.000,PH-1,Cow(6)(35.500000),0.991,Cw-1266,Cow
6,141,0.000,PH-1,Cow(6)(35.500000),0.991,Cw-1255,Cow
6,141,0.000,PH-1,Cow(6)(35.500000),0.991,Cw-1299,Cow
6,141,0.000,PH-1,Cow(6)(35.500000),0.990,Cw-1300,Cow
6,141,0.000,PH-1,Cow(6)(35.500000),0.988,Cw-1263,Cow
