needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
6,336,0.900,PH-5,Cow(3)(206.000000),0.993,Dg-031,Coyote
6,336,0.900,PH-5,Cow(3)(206.000000),0.993,Cw-1792,Cow
6,336,0.900,PH-5,Cow(3)(206.000000),0.990,Cw-1223,Cow
6,336,0.900,PH-5,Cow(3)(206.000000),0.989,Ho-049,Horse
6,336,0.900,PH-5,Cow(3)(206.000000),0.988,Op-003,Opossum
6,336,0.900,PH-5,Cow(3)(206.000000),0.988,Cw-1263,Cow
