needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
2,16,0.900,PH-4,Cow(2)(11.500000),0.994,Cw-1277,Cow
2,16,0.900,PH-4,Cow(2)(11.500000),0.993,Cw-1278,Cow
