needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
6,135,0.980,PH-3,Cow(5)(39.200000),0.993,Cw-1278,Cow
6,135,0.980,PH-3,Cow(5)(39.200000),0.993,Cw-1277,Cow
6,135,0.980,PH-3,Cow(5)(39.200000),0.992,Cw-1377,Cow
6,135,0.980,PH-3,Cow(5)(39.200000),0.991,Cw-1534,Cow
6,135,0.980,PH-3,Cow(5)(39.200000),0.989,Ho-023,Horse
6,135,0.980,PH-3,Cow(5)(39.200000),0.987,Cw-1267,Cow
