needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
3,69,0.900,PH-3,Cow(3)(11.333333),0.993,Cw-1278,Cow
3,69,0.900,PH-3,Cow(3)(11.333333),0.993,Cw-1277,Cow
3,69,0.900,PH-3,Cow(3)(11.333333),0.992,Cw-1377,Cow
