k,alpha,unknownId,classification,pearson,isoId,species
3,0.990,PH-5,null,0.995,Cw-1467,Cow
3,0.990,PH-5,null,0.995,Hu-2060,Human
3,0.990,PH-5,null,0.994,Pp-018,Dg
