k,alpha,unknownId,classification,pearson,isoId,species
8,0.990,PH-2,Human UTI(3)(3.000000),0.995,Hu-1883,Human UTI
8,0.990,PH-2,Human UTI(3)(3.000000),0.990,Cw-1311,Cow
8,0.990,PH-2,Human UTI(3)(3.000000),0.995,Hu-1884,Human UTI
8,0.990,PH-2,Human UTI(3)(3.000000),0.993,Hu-1574,Human
8,0.990,PH-2,Human UTI(3)(3.000000),0.992,Ho-049,Horse
8,0.990,PH-2,Human UTI(3)(3.000000),0.992,Hu-1575,Human
8,0.990,PH-2,Human UTI(3)(3.000000),0.992,Hu-1821,Human UTI
8,0.990,PH-2,Human UTI(3)(3.000000),0.992,Pg-054,Pigeon
8,0.990,PH-2,Human UTI(3)(3.000000),0.992,Op-004,Opossum
