k,alpha,unknownId,classification,pearson,isoId,species
3,0.900,PH-5,unknown(2)(1.500000),0.995,Cw-1467,Cow
3,0.900,PH-5,unknown(2)(1.500000),0.990,Ts-001,unknown
3,0.900,PH-5,unknown(2)(1.500000),0.995,Hu-2060,Human
3,0.900,PH-5,unknown(2)(1.500000),0.989,Ts-009,unknown
3,0.900,PH-5,unknown(2)(1.500000),0.994,Pp-018,Dg
3,0.900,PH-5,unknown(2)(1.500000),0.988,Cw-1813,Cow
