k,alpha,unknownId,classification,pearson,isoId,species
6,0.990,PH-2,Human UTI(3)(3.000000),0.995,Hu-1883,Human UTI
6,0.990,PH-2,Human UTI(3)(3.000000),0.990,Cw-1311,Cow
6,0.990,PH-2,Human UTI(3)(3.000000),0.995,Hu-1884,Human UTI
6,0.990,PH-2,Human UTI(3)(3.000000),0.993,Hu-1574,Human
6,0.990,PH-2,Human UTI(3)(3.000000),0.992,Ho-049,Horse
6,0.990,PH-2,Human UTI(3)(3.000000),0.992,Hu-1575,Human
6,0.990,PH-2,Human UTI(3)(3.000000),0.992,Hu-1821,Human UTI
