1,0.970,Human,23-5,2168,260,0,2428,0.893,0.893,	1,0.970,Human,23-5,2170,149,8,2327,0.936,0.933,
2,0.970,Human,23-5,2166,421,0,2587,0.837,0.837,	2,0.970,Human,23-5,2165,154,8,2327,0.934,0.930,
3,0.970,Human,23-5,2174,407,0,2581,0.842,0.842,	3,0.970,Human,23-5,2171,148,8,2327,0.936,0.933,
4,0.970,Human,23-5,2165,446,0,2611,0.829,0.829,	4,0.970,Human,23-5,2166,153,8,2327,0.934,0.931,
5,0.970,Human,23-5,2168,460,0,2628,0.825,0.825,	5,0.970,Human,23-5,2169,150,8,2327,0.935,0.932,
6,0.970,Human,23-5,2166,522,0,2688,0.806,0.806,	6,0.970,Human,23-5,2166,153,8,2327,0.934,0.931,
7,0.970,Human,23-5,2160,541,0,2701,0.800,0.800,	7,0.970,Human,23-5,2163,156,8,2327,0.933,0.930,
8,0.970,Human,23-5,2164,584,0,2748,0.787,0.787,	8,0.970,Human,23-5,2169,150,8,2327,0.935,0.932,
9,0.970,Human,23-5,2154,616,0,2770,0.778,0.778,	9,0.970,Human,23-5,2158,161,8,2327,0.931,0.927,
10,0.970,Human,23-5,2140,644,0,2784,0.769,0.769,	10,0.970,Human,23-5,2144,175,8,2327,0.925,0.921,
11,0.970,Human,23-5,2141,665,0,2806,0.763,0.763,	11,0.970,Human,23-5,2146,173,8,2327,0.925,0.922,
12,0.970,Human,23-5,2137,693,0,2830,0.755,0.755,	12,0.970,Human,23-5,2142,177,8,2327,0.924,0.920,
13,0.970,Human,23-5,2138,701,0,2839,0.753,0.753,	13,0.970,Human,23-5,2143,176,8,2327,0.924,0.921,
14,0.970,Human,23-5,2137,736,0,2873,0.744,0.744,	14,0.970,Human,23-5,2142,177,8,2327,0.924,0.920,
15,0.970,Human,23-5,2132,755,0,2887,0.738,0.738,	15,0.970,Human,23-5,2137,182,8,2327,0.922,0.918,
16,0.970,Human,23-5,2127,773,0,2900,0.733,0.733,	16,0.970,Human,23-5,2132,187,8,2327,0.919,0.916,
17,0.970,Human,23-5,2120,792,0,2912,0.728,0.728,	17,0.970,Human,23-5,2125,194,8,2327,0.916,0.913,
