1,0.960,Human,23-5,2171,262,0,2433,0.892,0.892,	1,0.960,Human,23-5,2173,151,3,2327,0.935,0.934,
2,0.960,Human,23-5,2170,422,0,2592,0.837,0.837,	2,0.960,Human,23-5,2169,155,3,2327,0.933,0.932,
3,0.960,Human,23-5,2178,408,0,2586,0.842,0.842,	3,0.960,Human,23-5,2175,149,3,2327,0.936,0.935,
4,0.960,Human,23-5,2168,447,0,2615,0.829,0.829,	4,0.960,Human,23-5,2169,155,3,2327,0.933,0.932,
5,0.960,Human,23-5,2172,460,0,2632,0.825,0.825,	5,0.960,Human,23-5,2173,151,3,2327,0.935,0.934,
6,0.960,Human,23-5,2170,523,0,2693,0.806,0.806,	6,0.960,Human,23-5,2170,154,3,2327,0.934,0.933,
7,0.960,Human,23-5,2164,542,0,2706,0.800,0.800,	7,0.960,Human,23-5,2167,157,3,2327,0.932,0.931,
8,0.960,Human,23-5,2168,585,0,2753,0.788,0.788,	8,0.960,Human,23-5,2173,151,3,2327,0.935,0.934,
9,0.960,Human,23-5,2155,616,0,2771,0.778,0.778,	9,0.960,Human,23-5,2159,165,3,2327,0.929,0.928,
10,0.960,Human,23-5,2141,645,0,2786,0.768,0.768,	10,0.960,Human,23-5,2145,179,3,2327,0.923,0.922,
11,0.960,Human,23-5,2142,665,0,2807,0.763,0.763,	11,0.960,Human,23-5,2147,177,3,2327,0.924,0.923,
12,0.960,Human,23-5,2138,694,0,2832,0.755,0.755,	12,0.960,Human,23-5,2143,181,3,2327,0.922,0.921,
13,0.960,Human,23-5,2139,704,0,2843,0.752,0.752,	13,0.960,Human,23-5,2144,180,3,2327,0.923,0.921,
14,0.960,Human,23-5,2137,739,0,2876,0.743,0.743,	14,0.960,Human,23-5,2142,182,3,2327,0.922,0.920,
15,0.960,Human,23-5,2132,760,0,2892,0.737,0.737,	15,0.960,Human,23-5,2137,187,3,2327,0.920,0.918,
16,0.960,Human,23-5,2127,778,0,2905,0.732,0.732,	16,0.960,Human,23-5,2132,192,3,2327,0.917,0.916,
17,0.960,Human,23-5,2120,797,0,2917,0.727,0.727,	17,0.960,Human,23-5,2125,199,3,2327,0.914,0.913,
