1,0.950,Human,23-5,2171,268,0,2439,0.890,0.890,	1,0.950,Human,23-5,2173,152,2,2327,0.935,0.934,
2,0.950,Human,23-5,2169,430,0,2599,0.835,0.835,	2,0.950,Human,23-5,2168,157,2,2327,0.932,0.932,
3,0.950,Human,23-5,2172,417,0,2589,0.839,0.839,	3,0.950,Human,23-5,2169,156,2,2327,0.933,0.932,
4,0.950,Human,23-5,2162,457,0,2619,0.826,0.826,	4,0.950,Human,23-5,2163,162,2,2327,0.930,0.930,
5,0.950,Human,23-5,2167,472,0,2639,0.821,0.821,	5,0.950,Human,23-5,2168,157,2,2327,0.932,0.932,
6,0.950,Human,23-5,2165,536,0,2701,0.802,0.802,	6,0.950,Human,23-5,2165,160,2,2327,0.931,0.930,
7,0.950,Human,23-5,2159,555,0,2714,0.796,0.796,	7,0.950,Human,23-5,2162,163,2,2327,0.930,0.929,
8,0.950,Human,23-5,2163,598,0,2761,0.783,0.783,	8,0.950,Human,23-5,2168,157,2,2327,0.932,0.932,
9,0.950,Human,23-5,2150,629,0,2779,0.774,0.774,	9,0.950,Human,23-5,2154,171,2,2327,0.926,0.926,
10,0.950,Human,23-5,2136,659,0,2795,0.764,0.764,	10,0.950,Human,23-5,2140,185,2,2327,0.920,0.920,
11,0.950,Human,23-5,2137,679,0,2816,0.759,0.759,	11,0.950,Human,23-5,2142,183,2,2327,0.921,0.920,
12,0.950,Human,23-5,2133,709,0,2842,0.751,0.751,	12,0.950,Human,23-5,2138,187,2,2327,0.920,0.919,
13,0.950,Human,23-5,2134,719,0,2853,0.748,0.748,	13,0.950,Human,23-5,2139,186,2,2327,0.920,0.919,
14,0.950,Human,23-5,2132,754,0,2886,0.739,0.739,	14,0.950,Human,23-5,2137,188,2,2327,0.919,0.918,
15,0.950,Human,23-5,2127,775,0,2902,0.733,0.733,	15,0.950,Human,23-5,2132,193,2,2327,0.917,0.916,
16,0.950,Human,23-5,2122,793,0,2915,0.728,0.728,	16,0.950,Human,23-5,2127,198,2,2327,0.915,0.914,
17,0.950,Human,23-5,2116,812,0,2928,0.723,0.723,	17,0.950,Human,23-5,2121,204,2,2327,0.912,0.911,
