1,0.980,Human,23-5,2163,258,0,2421,0.893,0.893,	1,0.980,Human,23-5,2165,148,14,2327,0.936,0.930,
2,0.980,Human,23-5,2161,413,0,2574,0.840,0.840,	2,0.980,Human,23-5,2160,153,14,2327,0.934,0.928,
3,0.980,Human,23-5,2170,398,0,2568,0.845,0.845,	3,0.980,Human,23-5,2167,146,14,2327,0.937,0.931,
4,0.980,Human,23-5,2161,437,0,2598,0.832,0.832,	4,0.980,Human,23-5,2162,151,14,2327,0.935,0.929,
5,0.980,Human,23-5,2164,449,0,2613,0.828,0.828,	5,0.980,Human,23-5,2165,148,14,2327,0.936,0.930,
6,0.980,Human,23-5,2162,513,0,2675,0.808,0.808,	6,0.980,Human,23-5,2162,151,14,2327,0.935,0.929,
7,0.980,Human,23-5,2156,531,0,2687,0.802,0.802,	7,0.980,Human,23-5,2159,154,14,2327,0.933,0.928,
8,0.980,Human,23-5,2160,575,0,2735,0.790,0.790,	8,0.980,Human,23-5,2165,148,14,2327,0.936,0.930,
9,0.980,Human,23-5,2153,605,0,2758,0.781,0.781,	9,0.980,Human,23-5,2157,156,14,2327,0.933,0.927,
10,0.980,Human,23-5,2139,631,0,2770,0.772,0.772,	10,0.980,Human,23-5,2143,170,14,2327,0.927,0.921,
11,0.980,Human,23-5,2140,652,0,2792,0.766,0.766,	11,0.980,Human,23-5,2145,168,14,2327,0.927,0.922,
12,0.980,Human,23-5,2137,678,0,2815,0.759,0.759,	12,0.980,Human,23-5,2142,171,14,2327,0.926,0.920,
13,0.980,Human,23-5,2137,687,0,2824,0.757,0.757,	13,0.980,Human,23-5,2142,171,14,2327,0.926,0.920,
14,0.980,Human,23-5,2137,720,0,2857,0.748,0.748,	14,0.980,Human,23-5,2142,171,14,2327,0.926,0.920,
15,0.980,Human,23-5,2132,739,0,2871,0.743,0.743,	15,0.980,Human,23-5,2137,176,14,2327,0.924,0.918,
16,0.980,Human,23-5,2127,757,0,2884,0.738,0.738,	16,0.980,Human,23-5,2132,181,14,2327,0.922,0.916,
17,0.980,Human,23-5,2120,774,0,2894,0.733,0.733,	17,0.980,Human,23-5,2125,188,14,2327,0.919,0.913,
