k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision-Made Relevance,Overall Relevance,
11,0.960,Dg,16-23,6,24,0,30,0.200,0.200,
11,0.960,Dg,23-5,28,2,0,30,0.933,0.933,
11,0.960,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
11,0.960,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
11,0.960,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
11,0.960,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
11,0.960,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.960,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
11,0.960,cougar,16-23,0,1,0,1,0.000,0.000,
11,0.960,cougar,23-5,0,1,0,1,0.000,0.000,
11,0.960,Ocean Water,16-23,0,0,0,0,NaN,NaN,
11,0.960,Ocean Water,23-5,0,10,0,10,0.000,0.000,
11,0.960,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
11,0.960,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
11,0.960,Dog,16-23,56,82,0,138,0.406,0.406,
11,0.960,Dog,23-5,92,97,0,189,0.487,0.487,
11,0.960,Human,16-23,1681,194,1,1876,0.897,0.896,
11,0.960,Human,23-5,2147,177,3,2327,0.924,0.923,
11,0.960,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
11,0.960,Wild Turkey,23-5,0,39,0,39,0.000,0.000,
11,0.960,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.960,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
11,0.960,Seagull,16-23,0,0,0,0,NaN,NaN,
11,0.960,Seagull,23-5,5,62,0,67,0.075,0.075,
11,0.960,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
11,0.960,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
11,0.960,Pigeon,16-23,47,193,0,240,0.196,0.196,
11,0.960,Pigeon,23-5,76,213,2,291,0.263,0.261,
11,0.960,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
11,0.960,Pacific Ocean Water,23-5,0,49,1,50,0.000,0.000,
11,0.960,Cat,16-23,19,34,0,53,0.358,0.358,
11,0.960,Cat,23-5,20,43,0,63,0.317,0.317,
11,0.960,Horse,16-23,5,41,0,46,0.109,0.109,
11,0.960,Horse,23-5,25,62,0,87,0.287,0.287,
11,0.960,orangutan,16-23,0,1,0,1,0.000,0.000,
11,0.960,orangutan,23-5,0,1,0,1,0.000,0.000,
11,0.960,Bat,16-23,36,1,0,37,0.973,0.973,
11,0.960,Bat,23-5,37,1,0,38,0.974,0.974,
11,0.960,Deer,16-23,14,7,0,21,0.667,0.667,
11,0.960,Deer,23-5,19,3,0,22,0.864,0.864,
11,0.960,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
11,0.960,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
11,0.960,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
11,0.960,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
11,0.960,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
11,0.960,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
11,0.960,Human UTI,16-23,78,61,0,139,0.561,0.561,
11,0.960,Human UTI,23-5,102,38,1,141,0.729,0.723,
11,0.960,unknown,16-23,0,11,0,11,0.000,0.000,
11,0.960,unknown,23-5,0,11,0,11,0.000,0.000,
11,0.960,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
11,0.960,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
11,0.960,Pig/Swine,16-23,6,20,0,26,0.231,0.231,
11,0.960,Pig/Swine,23-5,8,17,0,25,0.320,0.320,
11,0.960,Klebsiella,16-23,0,0,0,0,NaN,NaN,
11,0.960,Klebsiella,23-5,0,0,0,0,NaN,NaN,
11,0.960,Hu Cw and Dg,16-23,19,11,0,30,0.633,0.633,
11,0.960,Hu Cw and Dg,23-5,14,16,0,30,0.467,0.467,
11,0.960,Ground Squirrel,16-23,87,86,1,174,0.503,0.500,
11,0.960,Ground Squirrel,23-5,84,93,0,177,0.475,0.475,
11,0.960,Opossum,16-23,0,6,0,6,0.000,0.000,
11,0.960,Opossum,23-5,0,6,0,6,0.000,0.000,
11,0.960,Cow,16-23,1554,233,2,1789,0.870,0.869,
11,0.960,Cow,23-5,1510,268,1,1779,0.849,0.849,
11,0.960,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
11,0.960,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
11,0.960,OVERALL,16-23,3750,2566,32,6348,0.594,0.591,
11,0.960,OVERALL,23-5,4323,3254,33,7610,0.571,0.568,
11,0.970,Chicken,16-23,0,40,0,40,0.000,0.000,
11,0.970,Chicken,23-5,8,34,0,42,0.190,0.190,
11,0.970,Sea Lion,16-23,0,2,0,2,0.000,0.000,
11,0.970,Sea Lion,23-5,0,4,0,4,0.000,0.000,
11,0.970,Hu and Cw,16-23,20,10,0,30,0.667,0.667,
11,0.970,Hu and Cw,23-5,12,18,0,30,0.400,0.400,
11,0.970,Sheep,16-23,48,56,0,104,0.462,0.462,
11,0.970,Sheep,23-5,53,44,1,98,0.546,0.541,
11,0.970,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
11,0.970,Hu and Dg,23-5,18,12,0,30,0.600,0.600,
11,0.970,Common Loon,16-23,0,2,0,2,0.000,0.000,
11,0.970,Common Loon,23-5,0,2,0,2,0.000,0.000,
11,0.970,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.970,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
11,0.970,Cw,16-23,19,11,0,30,0.633,0.633,
11,0.970,Cw,23-5,23,7,0,30,0.767,0.767,
11,0.970,Cliff Sparrow,16-23,2,26,0,28,0.071,0.071,
11,0.970,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
11,0.970,Pig,16-23,7,30,0,37,0.189,0.189,
11,0.970,Pig,23-5,4,30,0,34,0.118,0.118,
11,0.970,Barn Owl,16-23,0,0,0,0,NaN,NaN,
11,0.970,Barn Owl,23-5,0,2,0,2,0.000,0.000,
11,0.970,Wild Pig,16-23,1,16,0,17,0.059,0.059,
11,0.970,Wild Pig,23-5,0,10,0,10,0.000,0.000,
11,0.970,Pennington Creek Water,16-23,0,340,5,345,0.000,0.000,
11,0.970,Pennington Creek Water,23-5,0,435,30,465,0.000,0.000,
11,0.970,Guinni,16-23,0,0,0,0,NaN,NaN,
11,0.970,Guinni,23-5,0,2,0,2,0.000,0.000,
11,0.970,Racoon,16-23,0,2,0,2,0.000,0.000,
11,0.970,Racoon,23-5,0,3,0,3,0.000,0.000,
11,0.970,Hu,16-23,22,7,0,29,0.759,0.759,
11,0.970,Hu,23-5,20,11,0,31,0.645,0.645,
11,0.970,Cw and Dg,16-23,4,26,0,30,0.133,0.133,
11,0.970,Cw and Dg,23-5,18,12,0,30,0.600,0.600,
11,0.970,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.970,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
11,0.970,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
11,0.970,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
11,0.970,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
11,0.970,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
11,0.970,Dg,16-23,6,24,0,30,0.200,0.200,
11,0.970,Dg,23-5,28,2,0,30,0.933,0.933,
11,0.970,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
11,0.970,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
11,0.970,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
11,0.970,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
11,0.970,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.970,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
11,0.970,cougar,16-23,0,1,0,1,0.000,0.000,
11,0.970,cougar,23-5,0,1,0,1,0.000,0.000,
11,0.970,Ocean Water,16-23,0,0,0,0,NaN,NaN,
11,0.970,Ocean Water,23-5,0,10,0,10,0.000,0.000,
11,0.970,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
11,0.970,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
11,0.970,Dog,16-23,56,82,0,138,0.406,0.406,
11,0.970,Dog,23-5,92,97,0,189,0.487,0.487,
11,0.970,Human,16-23,1680,195,1,1876,0.896,0.896,
11,0.970,Human,23-5,2146,173,8,2327,0.925,0.922,
11,0.970,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
11,0.970,Wild Turkey,23-5,2,37,0,39,0.051,0.051,
11,0.970,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.970,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
11,0.970,Seagull,16-23,0,0,0,0,NaN,NaN,
11,0.970,Seagull,23-5,5,62,0,67,0.075,0.075,
11,0.970,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
11,0.970,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
11,0.970,Pigeon,16-23,45,193,2,240,0.189,0.188,
11,0.970,Pigeon,23-5,76,213,2,291,0.263,0.261,
11,0.970,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
11,0.970,Pacific Ocean Water,23-5,0,49,1,50,0.000,0.000,
11,0.970,Cat,16-23,19,34,0,53,0.358,0.358,
11,0.970,Cat,23-5,20,43,0,63,0.317,0.317,
11,0.970,Horse,16-23,5,41,0,46,0.109,0.109,
11,0.970,Horse,23-5,25,62,0,87,0.287,0.287,
11,0.970,orangutan,16-23,0,1,0,1,0.000,0.000,
11,0.970,orangutan,23-5,0,1,0,1,0.000,0.000,
11,0.970,Bat,16-23,36,1,0,37,0.973,0.973,
11,0.970,Bat,23-5,37,1,0,38,0.974,0.974,
11,0.970,Deer,16-23,14,7,0,21,0.667,0.667,
11,0.970,Deer,23-5,19,3,0,22,0.864,0.864,
11,0.970,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
11,0.970,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
11,0.970,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
11,0.970,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
11,0.970,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
11,0.970,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
11,0.970,Human UTI,16-23,78,61,0,139,0.561,0.561,
11,0.970,Human UTI,23-5,101,37,3,141,0.732,0.716,
11,0.970,unknown,16-23,0,11,0,11,0.000,0.000,
11,0.970,unknown,23-5,0,11,0,11,0.000,0.000,
11,0.970,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
11,0.970,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
11,0.970,Pig/Swine,16-23,6,20,0,26,0.231,0.231,
11,0.970,Pig/Swine,23-5,7,17,1,25,0.292,0.280,
11,0.970,Klebsiella,16-23,0,0,0,0,NaN,NaN,
11,0.970,Klebsiella,23-5,0,0,0,0,NaN,NaN,
11,0.970,Hu Cw and Dg,16-23,19,11,0,30,0.633,0.633,
11,0.970,Hu Cw and Dg,23-5,14,16,0,30,0.467,0.467,
11,0.970,Ground Squirrel,16-23,87,85,2,174,0.506,0.500,
11,0.970,Ground Squirrel,23-5,84,93,0,177,0.475,0.475,
11,0.970,Opossum,16-23,0,6,0,6,0.000,0.000,
11,0.970,Opossum,23-5,0,6,0,6,0.000,0.000,
11,0.970,Cow,16-23,1548,233,8,1789,0.869,0.865,
11,0.970,Cow,23-5,1507,268,4,1779,0.849,0.847,
11,0.970,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
11,0.970,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
11,0.970,OVERALL,16-23,3742,2564,42,6348,0.593,0.589,
11,0.970,OVERALL,23-5,4319,3237,54,7610,0.572,0.568,
11,0.980,Chicken,16-23,0,40,0,40,0.000,0.000,
11,0.980,Chicken,23-5,9,33,0,42,0.214,0.214,
11,0.980,Sea Lion,16-23,0,2,0,2,0.000,0.000,
11,0.980,Sea Lion,23-5,0,4,0,4,0.000,0.000,
11,0.980,Hu and Cw,16-23,19,10,1,30,0.655,0.633,
11,0.980,Hu and Cw,23-5,12,18,0,30,0.400,0.400,
11,0.980,Sheep,16-23,50,54,0,104,0.481,0.481,
11,0.980,Sheep,23-5,52,44,2,98,0.542,0.531,
11,0.980,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
11,0.980,Hu and Dg,23-5,18,12,0,30,0.600,0.600,
11,0.980,Common Loon,16-23,0,2,0,2,0.000,0.000,
11,0.980,Common Loon,23-5,0,2,0,2,0.000,0.000,
11,0.980,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.980,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
11,0.980,Cw,16-23,19,11,0,30,0.633,0.633,
11,0.980,Cw,23-5,23,7,0,30,0.767,0.767,
11,0.980,Cliff Sparrow,16-23,2,26,0,28,0.071,0.071,
11,0.980,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
11,0.980,Pig,16-23,7,30,0,37,0.189,0.189,
11,0.980,Pig,23-5,4,30,0,34,0.118,0.118,
11,0.980,Barn Owl,16-23,0,0,0,0,NaN,NaN,
11,0.980,Barn Owl,23-5,0,2,0,2,0.000,0.000,
11,0.980,Wild Pig,16-23,1,15,1,17,0.063,0.059,
11,0.980,Wild Pig,23-5,0,10,0,10,0.000,0.000,
11,0.980,Pennington Creek Water,16-23,0,333,12,345,0.000,0.000,
11,0.980,Pennington Creek Water,23-5,0,429,36,465,0.000,0.000,
11,0.980,Guinni,16-23,0,0,0,0,NaN,NaN,
11,0.980,Guinni,23-5,0,2,0,2,0.000,0.000,
11,0.980,Racoon,16-23,0,2,0,2,0.000,0.000,
11,0.980,Racoon,23-5,0,3,0,3,0.000,0.000,
11,0.980,Hu,16-23,22,7,0,29,0.759,0.759,
11,0.980,Hu,23-5,20,11,0,31,0.645,0.645,
11,0.980,Cw and Dg,16-23,4,26,0,30,0.133,0.133,
11,0.980,Cw and Dg,23-5,18,12,0,30,0.600,0.600,
11,0.980,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.980,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
11,0.980,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
11,0.980,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
11,0.980,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
11,0.980,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
11,0.980,Dg,16-23,6,24,0,30,0.200,0.200,
11,0.980,Dg,23-5,28,2,0,30,0.933,0.933,
11,0.980,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
11,0.980,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
11,0.980,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
11,0.980,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
11,0.980,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.980,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
11,0.980,cougar,16-23,0,1,0,1,0.000,0.000,
11,0.980,cougar,23-5,0,0,1,1,NaN,0.000,
11,0.980,Ocean Water,16-23,0,0,0,0,NaN,NaN,
11,0.980,Ocean Water,23-5,0,10,0,10,0.000,0.000,
11,0.980,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
11,0.980,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
11,0.980,Dog,16-23,55,81,2,138,0.404,0.399,
11,0.980,Dog,23-5,92,97,0,189,0.487,0.487,
11,0.980,Human,16-23,1681,190,5,1876,0.898,0.896,
11,0.980,Human,23-5,2145,168,14,2327,0.927,0.922,
11,0.980,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
11,0.980,Wild Turkey,23-5,4,35,0,39,0.103,0.103,
11,0.980,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.980,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
11,0.980,Seagull,16-23,0,0,0,0,NaN,NaN,
11,0.980,Seagull,23-5,7,60,0,67,0.104,0.104,
11,0.980,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
11,0.980,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
11,0.980,Pigeon,16-23,45,189,6,240,0.192,0.188,
11,0.980,Pigeon,23-5,75,211,5,291,0.262,0.258,
11,0.980,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
11,0.980,Pacific Ocean Water,23-5,0,45,5,50,0.000,0.000,
11,0.980,Cat,16-23,19,34,0,53,0.358,0.358,
11,0.980,Cat,23-5,21,42,0,63,0.333,0.333,
11,0.980,Horse,16-23,5,41,0,46,0.109,0.109,
11,0.980,Horse,23-5,25,62,0,87,0.287,0.287,
11,0.980,orangutan,16-23,0,1,0,1,0.000,0.000,
11,0.980,orangutan,23-5,0,1,0,1,0.000,0.000,
11,0.980,Bat,16-23,36,1,0,37,0.973,0.973,
11,0.980,Bat,23-5,37,1,0,38,0.974,0.974,
11,0.980,Deer,16-23,14,7,0,21,0.667,0.667,
11,0.980,Deer,23-5,19,2,1,22,0.905,0.864,
11,0.980,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
11,0.980,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
11,0.980,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
11,0.980,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
11,0.980,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
11,0.980,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
11,0.980,Human UTI,16-23,78,61,0,139,0.561,0.561,
11,0.980,Human UTI,23-5,101,37,3,141,0.732,0.716,
11,0.980,unknown,16-23,0,11,0,11,0.000,0.000,
11,0.980,unknown,23-5,0,11,0,11,0.000,0.000,
11,0.980,SLO Creek Water,16-23,0,846,30,876,0.000,0.000,
11,0.980,SLO Creek Water,23-5,0,1318,14,1332,0.000,0.000,
11,0.980,Pig/Swine,16-23,6,20,0,26,0.231,0.231,
11,0.980,Pig/Swine,23-5,7,16,2,25,0.304,0.280,
11,0.980,Klebsiella,16-23,0,0,0,0,NaN,NaN,
11,0.980,Klebsiella,23-5,0,0,0,0,NaN,NaN,
11,0.980,Hu Cw and Dg,16-23,19,11,0,30,0.633,0.633,
11,0.980,Hu Cw and Dg,23-5,14,16,0,30,0.467,0.467,
11,0.980,Ground Squirrel,16-23,90,80,4,174,0.529,0.517,
11,0.980,Ground Squirrel,23-5,85,92,0,177,0.480,0.480,
11,0.980,Opossum,16-23,0,6,0,6,0.000,0.000,
11,0.980,Opossum,23-5,0,6,0,6,0.000,0.000,
11,0.980,Cow,16-23,1542,236,11,1789,0.867,0.862,
11,0.980,Cow,23-5,1501,262,16,1779,0.851,0.844,
11,0.980,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
11,0.980,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
11,0.980,OVERALL,16-23,3740,2536,72,6348,0.596,0.589,
11,0.980,OVERALL,23-5,4319,3192,99,7610,0.575,0.568,
11,0.990,Chicken,16-23,2,35,3,40,0.054,0.050,
11,0.990,Chicken,23-5,10,32,0,42,0.238,0.238,
11,0.990,Sea Lion,16-23,0,2,0,2,0.000,0.000,
11,0.990,Sea Lion,23-5,2,2,0,4,0.500,0.500,
11,0.990,Hu and Cw,16-23,19,10,1,30,0.655,0.633,
11,0.990,Hu and Cw,23-5,13,17,0,30,0.433,0.433,
11,0.990,Sheep,16-23,49,53,2,104,0.480,0.471,
11,0.990,Sheep,23-5,54,41,3,98,0.568,0.551,
11,0.990,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
11,0.990,Hu and Dg,23-5,18,12,0,30,0.600,0.600,
11,0.990,Common Loon,16-23,0,2,0,2,0.000,0.000,
11,0.990,Common Loon,23-5,0,2,0,2,0.000,0.000,
11,0.990,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.990,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
11,0.990,Cw,16-23,18,11,1,30,0.621,0.600,
11,0.990,Cw,23-5,23,7,0,30,0.767,0.767,
11,0.990,Cliff Sparrow,16-23,2,26,0,28,0.071,0.071,
11,0.990,Cliff Sparrow,23-5,0,28,1,29,0.000,0.000,
11,0.990,Pig,16-23,7,30,0,37,0.189,0.189,
11,0.990,Pig,23-5,8,25,1,34,0.242,0.235,
11,0.990,Barn Owl,16-23,0,0,0,0,NaN,NaN,
11,0.990,Barn Owl,23-5,0,2,0,2,0.000,0.000,
11,0.990,Wild Pig,16-23,1,15,1,17,0.063,0.059,
11,0.990,Wild Pig,23-5,0,9,1,10,0.000,0.000,
11,0.990,Pennington Creek Water,16-23,0,312,33,345,0.000,0.000,
11,0.990,Pennington Creek Water,23-5,0,391,74,465,0.000,0.000,
11,0.990,Guinni,16-23,0,0,0,0,NaN,NaN,
11,0.990,Guinni,23-5,0,2,0,2,0.000,0.000,
11,0.990,Racoon,16-23,0,2,0,2,0.000,0.000,
11,0.990,Racoon,23-5,0,3,0,3,0.000,0.000,
11,0.990,Hu,16-23,22,7,0,29,0.759,0.759,
11,0.990,Hu,23-5,20,11,0,31,0.645,0.645,
11,0.990,Cw and Dg,16-23,4,26,0,30,0.133,0.133,
11,0.990,Cw and Dg,23-5,18,12,0,30,0.600,0.600,
11,0.990,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.990,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
11,0.990,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
11,0.990,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
11,0.990,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
11,0.990,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
11,0.990,Dg,16-23,6,24,0,30,0.200,0.200,
11,0.990,Dg,23-5,28,2,0,30,0.933,0.933,
11,0.990,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
11,0.990,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
11,0.990,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
11,0.990,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
11,0.990,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.990,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
11,0.990,cougar,16-23,0,1,0,1,0.000,0.000,
11,0.990,cougar,23-5,0,0,1,1,NaN,0.000,
11,0.990,Ocean Water,16-23,0,0,0,0,NaN,NaN,
11,0.990,Ocean Water,23-5,0,10,0,10,0.000,0.000,
11,0.990,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
11,0.990,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
11,0.990,Dog,16-23,58,76,4,138,0.433,0.420,
11,0.990,Dog,23-5,95,91,3,189,0.511,0.503,
11,0.990,Human,16-23,1662,180,34,1876,0.902,0.886,
11,0.990,Human,23-5,2124,170,33,2327,0.926,0.913,
11,0.990,Wild Turkey,16-23,3,43,0,46,0.065,0.065,
11,0.990,Wild Turkey,23-5,4,31,4,39,0.114,0.103,
11,0.990,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.990,Clark Grebe,23-5,2,0,0,2,1.000,1.000,
11,0.990,Seagull,16-23,0,0,0,0,NaN,NaN,
11,0.990,Seagull,23-5,12,53,2,67,0.185,0.179,
11,0.990,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
11,0.990,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
11,0.990,Pigeon,16-23,53,172,15,240,0.236,0.221,
11,0.990,Pigeon,23-5,81,198,12,291,0.290,0.278,
11,0.990,Pacific Ocean Water,16-23,0,41,5,46,0.000,0.000,
11,0.990,Pacific Ocean Water,23-5,0,38,12,50,0.000,0.000,
11,0.990,Cat,16-23,19,33,1,53,0.365,0.358,
11,0.990,Cat,23-5,21,41,1,63,0.339,0.333,
11,0.990,Horse,16-23,8,36,2,46,0.182,0.174,
11,0.990,Horse,23-5,25,61,1,87,0.291,0.287,
11,0.990,orangutan,16-23,0,1,0,1,0.000,0.000,
11,0.990,orangutan,23-5,0,1,0,1,0.000,0.000,
11,0.990,Bat,16-23,36,1,0,37,0.973,0.973,
11,0.990,Bat,23-5,37,1,0,38,0.974,0.974,
11,0.990,Deer,16-23,14,6,1,21,0.700,0.667,
11,0.990,Deer,23-5,19,1,2,22,0.950,0.864,
11,0.990,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
11,0.990,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
11,0.990,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
11,0.990,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
11,0.990,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
11,0.990,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
11,0.990,Human UTI,16-23,82,57,0,139,0.590,0.590,
11,0.990,Human UTI,23-5,101,35,5,141,0.743,0.716,
11,0.990,unknown,16-23,0,11,0,11,0.000,0.000,
11,0.990,unknown,23-5,0,11,0,11,0.000,0.000,
11,0.990,SLO Creek Water,16-23,0,817,59,876,0.000,0.000,
11,0.990,SLO Creek Water,23-5,0,1235,97,1332,0.000,0.000,
11,0.990,Pig/Swine,16-23,6,19,1,26,0.240,0.231,
11,0.990,Pig/Swine,23-5,7,16,2,25,0.304,0.280,
11,0.990,Klebsiella,16-23,0,0,0,0,NaN,NaN,
11,0.990,Klebsiella,23-5,0,0,0,0,NaN,NaN,
11,0.990,Hu Cw and Dg,16-23,18,12,0,30,0.600,0.600,
11,0.990,Hu Cw and Dg,23-5,13,17,0,30,0.433,0.433,
11,0.990,Ground Squirrel,16-23,93,70,11,174,0.571,0.534,
11,0.990,Ground Squirrel,23-5,87,85,5,177,0.506,0.492,
11,0.990,Opossum,16-23,1,5,0,6,0.167,0.167,
11,0.990,Opossum,23-5,2,4,0,6,0.333,0.333,
11,0.990,Cow,16-23,1508,221,60,1789,0.872,0.843,
11,0.990,Cow,23-5,1470,264,45,1779,0.848,0.826,
11,0.990,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
11,0.990,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
11,0.990,OVERALL,16-23,3710,2404,234,6348,0.607,0.584,
11,0.990,OVERALL,23-5,4296,3009,305,7610,0.588,0.565,
11,1.000,Chicken,16-23,0,0,40,40,NaN,0.000,
11,1.000,Chicken,23-5,0,0,42,42,NaN,0.000,
11,1.000,Sea Lion,16-23,0,0,2,2,NaN,0.000,
11,1.000,Sea Lion,23-5,0,0,4,4,NaN,0.000,
11,1.000,Hu and Cw,16-23,0,0,30,30,NaN,0.000,
11,1.000,Hu and Cw,23-5,0,0,30,30,NaN,0.000,
11,1.000,Sheep,16-23,0,0,104,104,NaN,0.000,
11,1.000,Sheep,23-5,0,0,98,98,NaN,0.000,
11,1.000,Hu and Dg,16-23,0,0,32,32,NaN,0.000,
11,1.000,Hu and Dg,23-5,0,0,30,30,NaN,0.000,
11,1.000,Common Loon,16-23,0,0,2,2,NaN,0.000,
11,1.000,Common Loon,23-5,0,0,2,2,NaN,0.000,
11,1.000,Red-Winged Blackbird,16-23,0,0,2,2,NaN,0.000,
11,1.000,Red-Winged Blackbird,23-5,0,0,2,2,NaN,0.000,
11,1.000,Cw,16-23,0,0,30,30,NaN,0.000,
11,1.000,Cw,23-5,0,0,30,30,NaN,0.000,
