k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision-Made Relevance,Overall Relevance,
4,1.000,Deer Mouse,16-23,0,0,2,2,NaN,0.000,
4,1.000,Deer Mouse,23-5,0,0,2,2,NaN,0.000,
4,1.000,OVERALL,16-23,0,0,6348,6348,NaN,0.000,
4,1.000,OVERALL,23-5,0,0,7610,7610,NaN,0.000,
5,0.000,Chicken,16-23,5,35,0,40,0.125,0.125,
5,0.000,Chicken,23-5,12,30,0,42,0.286,0.286,
5,0.000,Sea Lion,16-23,0,2,0,2,0.000,0.000,
5,0.000,Sea Lion,23-5,3,1,0,4,0.750,0.750,
5,0.000,Hu and Cw,16-23,17,13,0,30,0.567,0.567,
5,0.000,Hu and Cw,23-5,13,17,0,30,0.433,0.433,
5,0.000,Sheep,16-23,58,46,0,104,0.558,0.558,
5,0.000,Sheep,23-5,70,28,0,98,0.714,0.714,
5,0.000,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
5,0.000,Hu and Dg,23-5,21,9,0,30,0.700,0.700,
5,0.000,Common Loon,16-23,0,2,0,2,0.000,0.000,
5,0.000,Common Loon,23-5,0,2,0,2,0.000,0.000,
5,0.000,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.000,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
5,0.000,Cw,16-23,14,16,0,30,0.467,0.467,
5,0.000,Cw,23-5,23,7,0,30,0.767,0.767,
5,0.000,Cliff Sparrow,16-23,3,25,0,28,0.107,0.107,
5,0.000,Cliff Sparrow,23-5,2,27,0,29,0.069,0.069,
5,0.000,Pig,16-23,17,20,0,37,0.459,0.459,
5,0.000,Pig,23-5,8,26,0,34,0.235,0.235,
5,0.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
5,0.000,Barn Owl,23-5,0,2,0,2,0.000,0.000,
5,0.000,Wild Pig,16-23,5,12,0,17,0.294,0.294,
5,0.000,Wild Pig,23-5,4,6,0,10,0.400,0.400,
5,0.000,Pennington Creek Water,16-23,0,345,0,345,0.000,0.000,
5,0.000,Pennington Creek Water,23-5,0,465,0,465,0.000,0.000,
5,0.000,Guinni,16-23,0,0,0,0,NaN,NaN,
5,0.000,Guinni,23-5,0,2,0,2,0.000,0.000,
5,0.000,Racoon,16-23,0,2,0,2,0.000,0.000,
5,0.000,Racoon,23-5,0,3,0,3,0.000,0.000,
5,0.000,Hu,16-23,18,11,0,29,0.621,0.621,
5,0.000,Hu,23-5,18,13,0,31,0.581,0.581,
5,0.000,Cw and Dg,16-23,6,24,0,30,0.200,0.200,
5,0.000,Cw and Dg,23-5,18,12,0,30,0.600,0.600,
5,0.000,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.000,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
5,0.000,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
5,0.000,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
5,0.000,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
5,0.000,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
5,0.000,Dg,16-23,10,20,0,30,0.333,0.333,
5,0.000,Dg,23-5,28,2,0,30,0.933,0.933,
5,0.000,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
5,0.000,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
5,0.000,White Crowned Sparrow,16-23,3,12,0,15,0.200,0.200,
5,0.000,White Crowned Sparrow,23-5,4,11,0,15,0.267,0.267,
5,0.000,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.000,Eared Grebe,23-5,3,1,0,4,0.750,0.750,
5,0.000,cougar,16-23,0,1,0,1,0.000,0.000,
5,0.000,cougar,23-5,0,1,0,1,0.000,0.000,
5,0.000,Ocean Water,16-23,0,0,0,0,NaN,NaN,
5,0.000,Ocean Water,23-5,0,10,0,10,0.000,0.000,
5,0.000,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
5,0.000,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
5,0.000,Dog,16-23,79,59,0,138,0.572,0.572,
5,0.000,Dog,23-5,118,71,0,189,0.624,0.624,
5,0.000,Human,16-23,1706,170,0,1876,0.909,0.909,
5,0.000,Human,23-5,2168,159,0,2327,0.932,0.932,
5,0.000,Wild Turkey,16-23,12,34,0,46,0.261,0.261,
5,0.000,Wild Turkey,23-5,4,35,0,39,0.103,0.103,
5,0.000,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.000,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
5,0.000,Seagull,16-23,0,0,0,0,NaN,NaN,
5,0.000,Seagull,23-5,24,43,0,67,0.358,0.358,
5,0.000,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
5,0.000,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
5,0.000,Pigeon,16-23,84,156,0,240,0.350,0.350,
5,0.000,Pigeon,23-5,103,188,0,291,0.354,0.354,
5,0.000,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
5,0.000,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
5,0.000,Cat,16-23,27,26,0,53,0.509,0.509,
5,0.000,Cat,23-5,28,35,0,63,0.444,0.444,
5,0.000,Horse,16-23,13,33,0,46,0.283,0.283,
5,0.000,Horse,23-5,34,53,0,87,0.391,0.391,
5,0.000,orangutan,16-23,0,1,0,1,0.000,0.000,
5,0.000,orangutan,23-5,0,1,0,1,0.000,0.000,
5,0.000,Bat,16-23,36,1,0,37,0.973,0.973,
5,0.000,Bat,23-5,37,1,0,38,0.974,0.974,
5,0.000,Deer,16-23,16,5,0,21,0.762,0.762,
5,0.000,Deer,23-5,18,4,0,22,0.818,0.818,
5,0.000,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
5,0.000,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
5,0.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
5,0.000,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
5,0.000,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
5,0.000,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
5,0.000,Human UTI,16-23,89,50,0,139,0.640,0.640,
5,0.000,Human UTI,23-5,111,30,0,141,0.787,0.787,
5,0.000,unknown,16-23,0,11,0,11,0.000,0.000,
5,0.000,unknown,23-5,3,8,0,11,0.273,0.273,
5,0.000,SLO Creek Water,16-23,0,876,0,876,0.000,0.000,
5,0.000,SLO Creek Water,23-5,0,1332,0,1332,0.000,0.000,
5,0.000,Pig/Swine,16-23,11,15,0,26,0.423,0.423,
5,0.000,Pig/Swine,23-5,13,12,0,25,0.520,0.520,
5,0.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
5,0.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
5,0.000,Hu Cw and Dg,16-23,12,18,0,30,0.400,0.400,
5,0.000,Hu Cw and Dg,23-5,16,14,0,30,0.533,0.533,
5,0.000,Ground Squirrel,16-23,104,70,0,174,0.598,0.598,
5,0.000,Ground Squirrel,23-5,89,88,0,177,0.503,0.503,
5,0.000,Opossum,16-23,0,6,0,6,0.000,0.000,
5,0.000,Opossum,23-5,0,6,0,6,0.000,0.000,
5,0.000,Cow,16-23,1519,270,0,1789,0.849,0.849,
5,0.000,Cow,23-5,1490,289,0,1779,0.838,0.838,
5,0.000,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
5,0.000,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
5,0.000,OVERALL,16-23,3883,2465,0,6348,0.612,0.612,
5,0.000,OVERALL,23-5,4483,3127,0,7610,0.589,0.589,
5,0.500,Chicken,16-23,5,35,0,40,0.125,0.125,
5,0.500,Chicken,23-5,12,30,0,42,0.286,0.286,
5,0.500,Sea Lion,16-23,0,2,0,2,0.000,0.000,
5,0.500,Sea Lion,23-5,3,1,0,4,0.750,0.750,
5,0.500,Hu and Cw,16-23,17,13,0,30,0.567,0.567,
5,0.500,Hu and Cw,23-5,13,17,0,30,0.433,0.433,
5,0.500,Sheep,16-23,58,46,0,104,0.558,0.558,
5,0.500,Sheep,23-5,70,28,0,98,0.714,0.714,
5,0.500,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
5,0.500,Hu and Dg,23-5,21,9,0,30,0.700,0.700,
5,0.500,Common Loon,16-23,0,2,0,2,0.000,0.000,
5,0.500,Common Loon,23-5,0,2,0,2,0.000,0.000,
5,0.500,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.500,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
5,0.500,Cw,16-23,14,16,0,30,0.467,0.467,
5,0.500,Cw,23-5,23,7,0,30,0.767,0.767,
5,0.500,Cliff Sparrow,16-23,3,25,0,28,0.107,0.107,
5,0.500,Cliff Sparrow,23-5,2,27,0,29,0.069,0.069,
5,0.500,Pig,16-23,17,20,0,37,0.459,0.459,
5,0.500,Pig,23-5,8,26,0,34,0.235,0.235,
5,0.500,Barn Owl,16-23,0,0,0,0,NaN,NaN,
5,0.500,Barn Owl,23-5,0,2,0,2,0.000,0.000,
5,0.500,Wild Pig,16-23,5,12,0,17,0.294,0.294,
5,0.500,Wild Pig,23-5,4,6,0,10,0.400,0.400,
5,0.500,Pennington Creek Water,16-23,0,345,0,345,0.000,0.000,
5,0.500,Pennington Creek Water,23-5,0,465,0,465,0.000,0.000,
5,0.500,Guinni,16-23,0,0,0,0,NaN,NaN,
5,0.500,Guinni,23-5,0,2,0,2,0.000,0.000,
5,0.500,Racoon,16-23,0,2,0,2,0.000,0.000,
5,0.500,Racoon,23-5,0,3,0,3,0.000,0.000,
5,0.500,Hu,16-23,18,11,0,29,0.621,0.621,
5,0.500,Hu,23-5,18,13,0,31,0.581,0.581,
5,0.500,Cw and Dg,16-23,6,24,0,30,0.200,0.200,
5,0.500,Cw and Dg,23-5,18,12,0,30,0.600,0.600,
5,0.500,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.500,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
5,0.500,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
5,0.500,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
5,0.500,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
5,0.500,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
5,0.500,Dg,16-23,10,20,0,30,0.333,0.333,
5,0.500,Dg,23-5,28,2,0,30,0.933,0.933,
5,0.500,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
5,0.500,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
5,0.500,White Crowned Sparrow,16-23,3,12,0,15,0.200,0.200,
5,0.500,White Crowned Sparrow,23-5,4,11,0,15,0.267,0.267,
5,0.500,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.500,Eared Grebe,23-5,3,1,0,4,0.750,0.750,
5,0.500,cougar,16-23,0,1,0,1,0.000,0.000,
5,0.500,cougar,23-5,0,1,0,1,0.000,0.000,
5,0.500,Ocean Water,16-23,0,0,0,0,NaN,NaN,
5,0.500,Ocean Water,23-5,0,10,0,10,0.000,0.000,
5,0.500,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
5,0.500,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
5,0.500,Dog,16-23,79,59,0,138,0.572,0.572,
5,0.500,Dog,23-5,118,71,0,189,0.624,0.624,
5,0.500,Human,16-23,1706,170,0,1876,0.909,0.909,
5,0.500,Human,23-5,2168,159,0,2327,0.932,0.932,
5,0.500,Wild Turkey,16-23,12,34,0,46,0.261,0.261,
5,0.500,Wild Turkey,23-5,4,35,0,39,0.103,0.103,
5,0.500,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.500,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
5,0.500,Seagull,16-23,0,0,0,0,NaN,NaN,
5,0.500,Seagull,23-5,24,43,0,67,0.358,0.358,
5,0.500,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
5,0.500,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
5,0.500,Pigeon,16-23,84,156,0,240,0.350,0.350,
5,0.500,Pigeon,23-5,103,188,0,291,0.354,0.354,
5,0.500,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
5,0.500,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
5,0.500,Cat,16-23,27,26,0,53,0.509,0.509,
5,0.500,Cat,23-5,28,35,0,63,0.444,0.444,
5,0.500,Horse,16-23,13,33,0,46,0.283,0.283,
5,0.500,Horse,23-5,34,53,0,87,0.391,0.391,
5,0.500,orangutan,16-23,0,1,0,1,0.000,0.000,
5,0.500,orangutan,23-5,0,1,0,1,0.000,0.000,
5,0.500,Bat,16-23,36,1,0,37,0.973,0.973,
5,0.500,Bat,23-5,37,1,0,38,0.974,0.974,
5,0.500,Deer,16-23,16,5,0,21,0.762,0.762,
5,0.500,Deer,23-5,18,4,0,22,0.818,0.818,
5,0.500,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
5,0.500,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
5,0.500,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
5,0.500,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
5,0.500,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
5,0.500,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
5,0.500,Human UTI,16-23,89,50,0,139,0.640,0.640,
5,0.500,Human UTI,23-5,111,30,0,141,0.787,0.787,
5,0.500,unknown,16-23,0,11,0,11,0.000,0.000,
5,0.500,unknown,23-5,3,8,0,11,0.273,0.273,
5,0.500,SLO Creek Water,16-23,0,876,0,876,0.000,0.000,
5,0.500,SLO Creek Water,23-5,0,1332,0,1332,0.000,0.000,
5,0.500,Pig/Swine,16-23,11,15,0,26,0.423,0.423,
5,0.500,Pig/Swine,23-5,13,12,0,25,0.520,0.520,
5,0.500,Klebsiella,16-23,0,0,0,0,NaN,NaN,
5,0.500,Klebsiella,23-5,0,0,0,0,NaN,NaN,
5,0.500,Hu Cw and Dg,16-23,12,18,0,30,0.400,0.400,
5,0.500,Hu Cw and Dg,23-5,16,14,0,30,0.533,0.533,
5,0.500,Ground Squirrel,16-23,104,70,0,174,0.598,0.598,
5,0.500,Ground Squirrel,23-5,89,88,0,177,0.503,0.503,
5,0.500,Opossum,16-23,0,6,0,6,0.000,0.000,
5,0.500,Opossum,23-5,0,6,0,6,0.000,0.000,
5,0.500,Cow,16-23,1519,270,0,1789,0.849,0.849,
5,0.500,Cow,23-5,1490,289,0,1779,0.838,0.838,
5,0.500,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
5,0.500,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
5,0.500,OVERALL,16-23,3883,2465,0,6348,0.612,0.612,
5,0.500,OVERALL,23-5,4483,3127,0,7610,0.589,0.589,
5,0.900,Chicken,16-23,5,35,0,40,0.125,0.125,
5,0.900,Chicken,23-5,12,30,0,42,0.286,0.286,
5,0.900,Sea Lion,16-23,0,2,0,2,0.000,0.000,
5,0.900,Sea Lion,23-5,3,1,0,4,0.750,0.750,
5,0.900,Hu and Cw,16-23,17,13,0,30,0.567,0.567,
5,0.900,Hu and Cw,23-5,13,17,0,30,0.433,0.433,
5,0.900,Sheep,16-23,58,46,0,104,0.558,0.558,
5,0.900,Sheep,23-5,70,28,0,98,0.714,0.714,
5,0.900,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
5,0.900,Hu and Dg,23-5,21,9,0,30,0.700,0.700,
5,0.900,Common Loon,16-23,0,2,0,2,0.000,0.000,
5,0.900,Common Loon,23-5,0,2,0,2,0.000,0.000,
5,0.900,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.900,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
5,0.900,Cw,16-23,14,16,0,30,0.467,0.467,
5,0.900,Cw,23-5,23,7,0,30,0.767,0.767,
5,0.900,Cliff Sparrow,16-23,3,25,0,28,0.107,0.107,
5,0.900,Cliff Sparrow,23-5,2,27,0,29,0.069,0.069,
5,0.900,Pig,16-23,17,20,0,37,0.459,0.459,
5,0.900,Pig,23-5,8,26,0,34,0.235,0.235,
5,0.900,Barn Owl,16-23,0,0,0,0,NaN,NaN,
5,0.900,Barn Owl,23-5,0,2,0,2,0.000,0.000,
5,0.900,Wild Pig,16-23,5,12,0,17,0.294,0.294,
5,0.900,Wild Pig,23-5,4,6,0,10,0.400,0.400,
5,0.900,Pennington Creek Water,16-23,0,344,1,345,0.000,0.000,
5,0.900,Pennington Creek Water,23-5,0,461,4,465,0.000,0.000,
5,0.900,Guinni,16-23,0,0,0,0,NaN,NaN,
5,0.900,Guinni,23-5,0,2,0,2,0.000,0.000,
5,0.900,Racoon,16-23,0,2,0,2,0.000,0.000,
5,0.900,Racoon,23-5,0,3,0,3,0.000,0.000,
5,0.900,Hu,16-23,18,11,0,29,0.621,0.621,
5,0.900,Hu,23-5,18,13,0,31,0.581,0.581,
5,0.900,Cw and Dg,16-23,6,24,0,30,0.200,0.200,
5,0.900,Cw and Dg,23-5,18,12,0,30,0.600,0.600,
5,0.900,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.900,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
5,0.900,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
5,0.900,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
5,0.900,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
5,0.900,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
5,0.900,Dg,16-23,10,20,0,30,0.333,0.333,
5,0.900,Dg,23-5,28,2,0,30,0.933,0.933,
5,0.900,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
5,0.900,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
5,0.900,White Crowned Sparrow,16-23,3,12,0,15,0.200,0.200,
5,0.900,White Crowned Sparrow,23-5,4,11,0,15,0.267,0.267,
5,0.900,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.900,Eared Grebe,23-5,3,1,0,4,0.750,0.750,
5,0.900,cougar,16-23,0,1,0,1,0.000,0.000,
5,0.900,cougar,23-5,0,1,0,1,0.000,0.000,
5,0.900,Ocean Water,16-23,0,0,0,0,NaN,NaN,
5,0.900,Ocean Water,23-5,0,10,0,10,0.000,0.000,
5,0.900,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
5,0.900,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
5,0.900,Dog,16-23,79,59,0,138,0.572,0.572,
5,0.900,Dog,23-5,118,71,0,189,0.624,0.624,
5,0.900,Human,16-23,1706,170,0,1876,0.909,0.909,
5,0.900,Human,23-5,2168,159,0,2327,0.932,0.932,
5,0.900,Wild Turkey,16-23,12,34,0,46,0.261,0.261,
5,0.900,Wild Turkey,23-5,4,35,0,39,0.103,0.103,
5,0.900,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.900,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
5,0.900,Seagull,16-23,0,0,0,0,NaN,NaN,
5,0.900,Seagull,23-5,24,43,0,67,0.358,0.358,
5,0.900,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
5,0.900,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
5,0.900,Pigeon,16-23,84,156,0,240,0.350,0.350,
5,0.900,Pigeon,23-5,103,188,0,291,0.354,0.354,
5,0.900,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
5,0.900,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
5,0.900,Cat,16-23,27,26,0,53,0.509,0.509,
5,0.900,Cat,23-5,28,35,0,63,0.444,0.444,
5,0.900,Horse,16-23,13,33,0,46,0.283,0.283,
5,0.900,Horse,23-5,34,53,0,87,0.391,0.391,
5,0.900,orangutan,16-23,0,1,0,1,0.000,0.000,
5,0.900,orangutan,23-5,0,1,0,1,0.000,0.000,
5,0.900,Bat,16-23,36,1,0,37,0.973,0.973,
5,0.900,Bat,23-5,37,1,0,38,0.974,0.974,
5,0.900,Deer,16-23,16,5,0,21,0.762,0.762,
5,0.900,Deer,23-5,18,4,0,22,0.818,0.818,
5,0.900,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
5,0.900,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
5,0.900,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
5,0.900,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
5,0.900,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
5,0.900,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
5,0.900,Human UTI,16-23,89,50,0,139,0.640,0.640,
5,0.900,Human UTI,23-5,111,30,0,141,0.787,0.787,
5,0.900,unknown,16-23,0,11,0,11,0.000,0.000,
5,0.900,unknown,23-5,3,8,0,11,0.273,0.273,
5,0.900,SLO Creek Water,16-23,0,873,3,876,0.000,0.000,
5,0.900,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
5,0.900,Pig/Swine,16-23,11,15,0,26,0.423,0.423,
5,0.900,Pig/Swine,23-5,13,12,0,25,0.520,0.520,
5,0.900,Klebsiella,16-23,0,0,0,0,NaN,NaN,
5,0.900,Klebsiella,23-5,0,0,0,0,NaN,NaN,
5,0.900,Hu Cw and Dg,16-23,12,18,0,30,0.400,0.400,
5,0.900,Hu Cw and Dg,23-5,16,14,0,30,0.533,0.533,
5,0.900,Ground Squirrel,16-23,104,70,0,174,0.598,0.598,
5,0.900,Ground Squirrel,23-5,89,88,0,177,0.503,0.503,
5,0.900,Opossum,16-23,0,6,0,6,0.000,0.000,
5,0.900,Opossum,23-5,0,6,0,6,0.000,0.000,
5,0.900,Cow,16-23,1519,270,0,1789,0.849,0.849,
5,0.900,Cow,23-5,1490,289,0,1779,0.838,0.838,
5,0.900,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
5,0.900,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
5,0.900,OVERALL,16-23,3883,2461,4,6348,0.612,0.612,
5,0.900,OVERALL,23-5,4483,3119,8,7610,0.590,0.589,
5,0.950,Chicken,16-23,5,35,0,40,0.125,0.125,
5,0.950,Chicken,23-5,12,30,0,42,0.286,0.286,
5,0.950,Sea Lion,16-23,0,2,0,2,0.000,0.000,
5,0.950,Sea Lion,23-5,3,1,0,4,0.750,0.750,
5,0.950,Hu and Cw,16-23,17,13,0,30,0.567,0.567,
5,0.950,Hu and Cw,23-5,13,17,0,30,0.433,0.433,
5,0.950,Sheep,16-23,58,46,0,104,0.558,0.558,
5,0.950,Sheep,23-5,70,27,1,98,0.722,0.714,
5,0.950,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
5,0.950,Hu and Dg,23-5,21,9,0,30,0.700,0.700,
5,0.950,Common Loon,16-23,0,2,0,2,0.000,0.000,
5,0.950,Common Loon,23-5,0,2,0,2,0.000,0.000,
5,0.950,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.950,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
5,0.950,Cw,16-23,14,16,0,30,0.467,0.467,
5,0.950,Cw,23-5,23,7,0,30,0.767,0.767,
5,0.950,Cliff Sparrow,16-23,3,25,0,28,0.107,0.107,
5,0.950,Cliff Sparrow,23-5,2,27,0,29,0.069,0.069,
5,0.950,Pig,16-23,17,20,0,37,0.459,0.459,
5,0.950,Pig,23-5,8,26,0,34,0.235,0.235,
5,0.950,Barn Owl,16-23,0,0,0,0,NaN,NaN,
5,0.950,Barn Owl,23-5,0,2,0,2,0.000,0.000,
5,0.950,Wild Pig,16-23,5,12,0,17,0.294,0.294,
5,0.950,Wild Pig,23-5,4,6,0,10,0.400,0.400,
5,0.950,Pennington Creek Water,16-23,0,341,4,345,0.000,0.000,
5,0.950,Pennington Creek Water,23-5,0,454,11,465,0.000,0.000,
5,0.950,Guinni,16-23,0,0,0,0,NaN,NaN,
5,0.950,Guinni,23-5,0,2,0,2,0.000,0.000,
5,0.950,Racoon,16-23,0,2,0,2,0.000,0.000,
5,0.950,Racoon,23-5,0,3,0,3,0.000,0.000,
5,0.950,Hu,16-23,18,11,0,29,0.621,0.621,
5,0.950,Hu,23-5,18,13,0,31,0.581,0.581,
5,0.950,Cw and Dg,16-23,6,24,0,30,0.200,0.200,
5,0.950,Cw and Dg,23-5,18,12,0,30,0.600,0.600,
5,0.950,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.950,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
5,0.950,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
5,0.950,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
5,0.950,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
5,0.950,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
5,0.950,Dg,16-23,10,20,0,30,0.333,0.333,
5,0.950,Dg,23-5,28,2,0,30,0.933,0.933,
5,0.950,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
5,0.950,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
5,0.950,White Crowned Sparrow,16-23,3,12,0,15,0.200,0.200,
5,0.950,White Crowned Sparrow,23-5,4,11,0,15,0.267,0.267,
5,0.950,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.950,Eared Grebe,23-5,3,1,0,4,0.750,0.750,
5,0.950,cougar,16-23,0,1,0,1,0.000,0.000,
5,0.950,cougar,23-5,0,1,0,1,0.000,0.000,
5,0.950,Ocean Water,16-23,0,0,0,0,NaN,NaN,
5,0.950,Ocean Water,23-5,0,10,0,10,0.000,0.000,
5,0.950,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
5,0.950,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
5,0.950,Dog,16-23,79,59,0,138,0.572,0.572,
5,0.950,Dog,23-5,118,71,0,189,0.624,0.624,
5,0.950,Human,16-23,1706,170,0,1876,0.909,0.909,
5,0.950,Human,23-5,2168,157,2,2327,0.932,0.932,
5,0.950,Wild Turkey,16-23,12,34,0,46,0.261,0.261,
5,0.950,Wild Turkey,23-5,4,35,0,39,0.103,0.103,
5,0.950,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.950,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
5,0.950,Seagull,16-23,0,0,0,0,NaN,NaN,
5,0.950,Seagull,23-5,24,43,0,67,0.358,0.358,
5,0.950,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
5,0.950,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
5,0.950,Pigeon,16-23,84,156,0,240,0.350,0.350,
5,0.950,Pigeon,23-5,103,187,1,291,0.355,0.354,
5,0.950,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
5,0.950,Pacific Ocean Water,23-5,0,49,1,50,0.000,0.000,
5,0.950,Cat,16-23,27,26,0,53,0.509,0.509,
5,0.950,Cat,23-5,28,35,0,63,0.444,0.444,
5,0.950,Horse,16-23,13,33,0,46,0.283,0.283,
5,0.950,Horse,23-5,34,53,0,87,0.391,0.391,
5,0.950,orangutan,16-23,0,1,0,1,0.000,0.000,
5,0.950,orangutan,23-5,0,1,0,1,0.000,0.000,
5,0.950,Bat,16-23,36,1,0,37,0.973,0.973,
5,0.950,Bat,23-5,37,1,0,38,0.974,0.974,
5,0.950,Deer,16-23,16,5,0,21,0.762,0.762,
5,0.950,Deer,23-5,18,4,0,22,0.818,0.818,
