1,0.500,Human,23-5,2171,273,0,2444,0.888,0.888,	1,0.500,Human,23-5,2173,154,0,2327,0.934,0.934,
2,0.500,Human,23-5,2168,441,0,2609,0.831,0.831,	2,0.500,Human,23-5,2167,160,0,2327,0.931,0.931,
3,0.500,Human,23-5,2172,427,0,2599,0.836,0.836,	3,0.500,Human,23-5,2169,158,0,2327,0.932,0.932,
4,0.500,Human,23-5,2162,466,0,2628,0.823,0.823,	4,0.500,Human,23-5,2163,164,0,2327,0.930,0.930,
5,0.500,Human,23-5,2167,482,0,2649,0.818,0.818,	5,0.500,Human,23-5,2168,159,0,2327,0.932,0.932,
6,0.500,Human,23-5,2165,545,0,2710,0.799,0.799,	6,0.500,Human,23-5,2165,162,0,2327,0.930,0.930,
7,0.500,Human,23-5,2159,566,0,2725,0.792,0.792,	7,0.500,Human,23-5,2162,165,0,2327,0.929,0.929,
8,0.500,Human,23-5,2163,609,0,2772,0.780,0.780,	8,0.500,Human,23-5,2168,159,0,2327,0.932,0.932,
9,0.500,Human,23-5,2150,642,0,2792,0.770,0.770,	9,0.500,Human,23-5,2154,173,0,2327,0.926,0.926,
10,0.500,Human,23-5,2136,670,0,2806,0.761,0.761,	10,0.500,Human,23-5,2140,187,0,2327,0.920,0.920,
11,0.500,Human,23-5,2143,690,0,2833,0.756,0.756,	11,0.500,Human,23-5,2148,179,0,2327,0.923,0.923,
12,0.500,Human,23-5,2139,722,0,2861,0.748,0.748,	12,0.500,Human,23-5,2144,183,0,2327,0.921,0.921,
13,0.500,Human,23-5,2140,732,0,2872,0.745,0.745,	13,0.500,Human,23-5,2145,182,0,2327,0.922,0.922,
14,0.500,Human,23-5,2138,766,0,2904,0.736,0.736,	14,0.500,Human,23-5,2143,184,0,2327,0.921,0.921,
15,0.500,Human,23-5,2134,787,0,2921,0.731,0.731,	15,0.500,Human,23-5,2139,188,0,2327,0.919,0.919,
16,0.500,Human,23-5,2129,804,0,2933,0.726,0.726,	16,0.500,Human,23-5,2134,193,0,2327,0.917,0.917,
17,0.500,Human,23-5,2123,823,0,2946,0.721,0.721,	17,0.500,Human,23-5,2128,199,0,2327,0.914,0.914,
