1,0.900,Dog,23-5,156,131,0,287,0.544,0.544,	1,0.900,Dog,23-5,151,38,0,189,0.799,0.799,
2,0.900,Dog,23-5,135,173,0,308,0.438,0.438,	2,0.900,Dog,23-5,133,56,0,189,0.704,0.704,
3,0.900,Dog,23-5,130,147,0,277,0.469,0.469,	3,0.900,Dog,23-5,132,57,0,189,0.698,0.698,
4,0.900,Dog,23-5,122,154,0,276,0.442,0.442,	4,0.900,Dog,23-5,123,66,0,189,0.651,0.651,
5,0.900,Dog,23-5,116,150,0,266,0.436,0.436,	5,0.900,Dog,23-5,118,71,0,189,0.624,0.624,
6,0.900,Dog,23-5,109,143,0,252,0.433,0.433,	6,0.900,Dog,23-5,110,79,0,189,0.582,0.582,
7,0.900,Dog,23-5,105,146,0,251,0.418,0.418,	7,0.900,Dog,23-5,106,83,0,189,0.561,0.561,
8,0.900,Dog,23-5,102,137,0,239,0.427,0.427,	8,0.900,Dog,23-5,103,86,0,189,0.545,0.545,
9,0.900,Dog,23-5,92,132,0,224,0.411,0.411,	9,0.900,Dog,23-5,95,94,0,189,0.503,0.503,
10,0.900,Dog,23-5,88,134,0,222,0.396,0.396,	10,0.900,Dog,23-5,92,97,0,189,0.487,0.487,
11,0.900,Dog,23-5,88,139,0,227,0.388,0.388,	11,0.900,Dog,23-5,92,97,0,189,0.487,0.487,
12,0.900,Dog,23-5,85,138,0,223,0.381,0.381,	12,0.900,Dog,23-5,89,100,0,189,0.471,0.471,
13,0.900,Dog,23-5,82,135,0,217,0.378,0.378,	13,0.900,Dog,23-5,86,103,0,189,0.455,0.455,
14,0.900,Dog,23-5,81,141,0,222,0.365,0.365,	14,0.900,Dog,23-5,84,105,0,189,0.444,0.444,
15,0.900,Dog,23-5,80,142,0,222,0.360,0.360,	15,0.900,Dog,23-5,83,106,0,189,0.439,0.439,
16,0.900,Dog,23-5,82,147,0,229,0.358,0.358,	16,0.900,Dog,23-5,85,104,0,189,0.450,0.450,
17,0.900,Dog,23-5,78,141,0,219,0.356,0.356,	17,0.900,Dog,23-5,81,108,0,189,0.429,0.429,
