k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision-Made Relevance,Overall Relevance,
9,0.990,White Crowned Sparrow,23-5,1,17,0,18,0.056,0.056,
9,0.990,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
9,0.990,Eared Grebe,23-5,0,14,0,14,0.000,0.000,
9,0.990,cougar,16-23,0,1,0,1,0.000,0.000,
9,0.990,cougar,23-5,0,0,0,0,NaN,NaN,
9,0.990,Ocean Water,16-23,0,0,0,0,NaN,NaN,
9,0.990,Ocean Water,23-5,0,0,0,0,NaN,NaN,
9,0.990,Red Tailed Hawk,16-23,0,1,0,1,0.000,0.000,
9,0.990,Red Tailed Hawk,23-5,0,5,0,5,0.000,0.000,
9,0.990,Dog,16-23,58,74,0,132,0.439,0.439,
9,0.990,Dog,23-5,95,115,0,210,0.452,0.452,
9,0.990,Human,16-23,1698,699,0,2397,0.708,0.708,
9,0.990,Human,23-5,2134,560,0,2694,0.792,0.792,
9,0.990,Wild Turkey,16-23,4,17,0,21,0.190,0.190,
9,0.990,Wild Turkey,23-5,4,33,0,37,0.108,0.108,
9,0.990,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
9,0.990,Clark Grebe,23-5,2,3,0,5,0.400,0.400,
9,0.990,Seagull,16-23,0,0,0,0,NaN,NaN,
9,0.990,Seagull,23-5,12,7,0,19,0.632,0.632,
9,0.990,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
9,0.990,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
9,0.990,Pigeon,16-23,59,143,0,202,0.292,0.292,
9,0.990,Pigeon,23-5,96,235,0,331,0.290,0.290,
9,0.990,Pacific Ocean Water,16-23,0,0,0,0,NaN,NaN,
9,0.990,Pacific Ocean Water,23-5,0,0,0,0,NaN,NaN,
9,0.990,Cat,16-23,19,27,0,46,0.413,0.413,
9,0.990,Cat,23-5,22,34,0,56,0.393,0.393,
9,0.990,Horse,16-23,10,21,0,31,0.323,0.323,
9,0.990,Horse,23-5,31,156,0,187,0.166,0.166,
9,0.990,orangutan,16-23,0,0,0,0,NaN,NaN,
9,0.990,orangutan,23-5,0,0,0,0,NaN,NaN,
9,0.990,Bat,16-23,36,26,0,62,0.581,0.581,
9,0.990,Bat,23-5,37,26,0,63,0.587,0.587,
9,0.990,Deer,16-23,15,36,0,51,0.294,0.294,
9,0.990,Deer,23-5,18,103,0,121,0.149,0.149,
9,0.990,Great Horned Owl,16-23,0,0,0,0,NaN,NaN,
9,0.990,Great Horned Owl,23-5,0,1,0,1,0.000,0.000,
9,0.990,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
9,0.990,Freshwater Lagoon,23-5,0,0,0,0,NaN,NaN,
9,0.990,Unknown Avian,16-23,0,0,0,0,NaN,NaN,
9,0.990,Unknown Avian,23-5,0,0,0,0,NaN,NaN,
9,0.990,Human UTI,16-23,84,76,0,160,0.525,0.525,
9,0.990,Human UTI,23-5,104,76,0,180,0.578,0.578,
9,0.990,unknown,16-23,0,0,0,0,NaN,NaN,
9,0.990,unknown,23-5,2,6,0,8,0.250,0.250,
9,0.990,SLO Creek Water,16-23,0,0,0,0,NaN,NaN,
9,0.990,SLO Creek Water,23-5,0,0,0,0,NaN,NaN,
9,0.990,Pig/Swine,16-23,8,9,0,17,0.471,0.471,
9,0.990,Pig/Swine,23-5,9,10,0,19,0.474,0.474,
9,0.990,Klebsiella,16-23,0,0,0,0,NaN,NaN,
9,0.990,Klebsiella,23-5,0,0,0,0,NaN,NaN,
9,0.990,Hu Cw and Dg,16-23,12,22,0,34,0.353,0.353,
9,0.990,Hu Cw and Dg,23-5,12,19,0,31,0.387,0.387,
9,0.990,Ground Squirrel,16-23,94,59,0,153,0.614,0.614,
9,0.990,Ground Squirrel,23-5,88,81,0,169,0.521,0.521,
9,0.990,Opossum,16-23,1,0,0,1,1.000,1.000,
9,0.990,Opossum,23-5,2,0,0,2,1.000,1.000,
9,0.990,Cow,16-23,1521,1000,0,2521,0.603,0.603,
9,0.990,Cow,23-5,1475,1272,0,2747,0.537,0.537,
9,0.990,Deer Mouse,16-23,0,0,0,0,NaN,NaN,
9,0.990,Deer Mouse,23-5,0,0,0,0,NaN,NaN,
9,0.990,OVERALL,16-23,3732,2382,0,6114,0.610,0.610,
9,0.990,OVERALL,23-5,4339,2966,0,7305,0.594,0.594,
9,1.000,Chicken,16-23,0,0,0,0,NaN,NaN,
9,1.000,Chicken,23-5,0,0,0,0,NaN,NaN,
9,1.000,Sea Lion,16-23,0,0,0,0,NaN,NaN,
9,1.000,Sea Lion,23-5,0,0,0,0,NaN,NaN,
9,1.000,Hu and Cw,16-23,0,0,0,0,NaN,NaN,
9,1.000,Hu and Cw,23-5,0,0,0,0,NaN,NaN,
9,1.000,Sheep,16-23,0,0,0,0,NaN,NaN,
9,1.000,Sheep,23-5,0,0,0,0,NaN,NaN,
9,1.000,Hu and Dg,16-23,0,0,0,0,NaN,NaN,
9,1.000,Hu and Dg,23-5,0,0,0,0,NaN,NaN,
9,1.000,Common Loon,16-23,0,0,0,0,NaN,NaN,
9,1.000,Common Loon,23-5,0,0,0,0,NaN,NaN,
9,1.000,Red-Winged Blackbird,16-23,0,0,0,0,NaN,NaN,
9,1.000,Red-Winged Blackbird,23-5,0,0,0,0,NaN,NaN,
9,1.000,Cw,16-23,0,0,0,0,NaN,NaN,
9,1.000,Cw,23-5,0,0,0,0,NaN,NaN,
9,1.000,Cliff Sparrow,16-23,0,0,0,0,NaN,NaN,
9,1.000,Cliff Sparrow,23-5,0,0,0,0,NaN,NaN,
9,1.000,Pig,16-23,0,0,0,0,NaN,NaN,
9,1.000,Pig,23-5,0,0,0,0,NaN,NaN,
9,1.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
9,1.000,Barn Owl,23-5,0,0,0,0,NaN,NaN,
9,1.000,Wild Pig,16-23,0,0,0,0,NaN,NaN,
9,1.000,Wild Pig,23-5,0,0,0,0,NaN,NaN,
9,1.000,Pennington Creek Water,16-23,0,0,0,0,NaN,NaN,
9,1.000,Pennington Creek Water,23-5,0,0,0,0,NaN,NaN,
9,1.000,Guinni,16-23,0,0,0,0,NaN,NaN,
9,1.000,Guinni,23-5,0,0,0,0,NaN,NaN,
9,1.000,Racoon,16-23,0,0,0,0,NaN,NaN,
9,1.000,Racoon,23-5,0,0,0,0,NaN,NaN,
9,1.000,Hu,16-23,0,0,0,0,NaN,NaN,
9,1.000,Hu,23-5,0,0,0,0,NaN,NaN,
9,1.000,Cw and Dg,16-23,0,0,0,0,NaN,NaN,
9,1.000,Cw and Dg,23-5,0,0,0,0,NaN,NaN,
9,1.000,Red Wind Blackbird,16-23,0,0,0,0,NaN,NaN,
9,1.000,Red Wind Blackbird,23-5,0,0,0,0,NaN,NaN,
9,1.000,Tree Swallow,16-23,0,0,0,0,NaN,NaN,
9,1.000,Tree Swallow,23-5,0,0,0,0,NaN,NaN,
9,1.000,Turkey Vulture,16-23,0,0,0,0,NaN,NaN,
9,1.000,Turkey Vulture,23-5,0,0,0,0,NaN,NaN,
9,1.000,Dg,16-23,0,0,0,0,NaN,NaN,
9,1.000,Dg,23-5,0,0,0,0,NaN,NaN,
9,1.000,Western Kingbird,16-23,0,0,0,0,NaN,NaN,
9,1.000,Western Kingbird,23-5,0,0,0,0,NaN,NaN,
9,1.000,White Crowned Sparrow,16-23,0,0,0,0,NaN,NaN,
9,1.000,White Crowned Sparrow,23-5,0,0,0,0,NaN,NaN,
9,1.000,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
9,1.000,Eared Grebe,23-5,0,0,0,0,NaN,NaN,
9,1.000,cougar,16-23,0,0,0,0,NaN,NaN,
9,1.000,cougar,23-5,0,0,0,0,NaN,NaN,
9,1.000,Ocean Water,16-23,0,0,0,0,NaN,NaN,
9,1.000,Ocean Water,23-5,0,0,0,0,NaN,NaN,
9,1.000,Red Tailed Hawk,16-23,0,0,0,0,NaN,NaN,
9,1.000,Red Tailed Hawk,23-5,0,0,0,0,NaN,NaN,
9,1.000,Dog,16-23,0,0,0,0,NaN,NaN,
9,1.000,Dog,23-5,0,0,0,0,NaN,NaN,
9,1.000,Human,16-23,0,0,0,0,NaN,NaN,
9,1.000,Human,23-5,0,0,0,0,NaN,NaN,
9,1.000,Wild Turkey,16-23,0,0,0,0,NaN,NaN,
9,1.000,Wild Turkey,23-5,0,0,0,0,NaN,NaN,
9,1.000,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
9,1.000,Clark Grebe,23-5,0,0,0,0,NaN,NaN,
9,1.000,Seagull,16-23,0,0,0,0,NaN,NaN,
9,1.000,Seagull,23-5,0,0,0,0,NaN,NaN,
9,1.000,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
9,1.000,Surf Scoter,23-5,0,0,0,0,NaN,NaN,
9,1.000,Pigeon,16-23,0,0,0,0,NaN,NaN,
9,1.000,Pigeon,23-5,0,0,0,0,NaN,NaN,
9,1.000,Pacific Ocean Water,16-23,0,0,0,0,NaN,NaN,
9,1.000,Pacific Ocean Water,23-5,0,0,0,0,NaN,NaN,
9,1.000,Cat,16-23,0,0,0,0,NaN,NaN,
9,1.000,Cat,23-5,0,0,0,0,NaN,NaN,
9,1.000,Horse,16-23,0,0,0,0,NaN,NaN,
9,1.000,Horse,23-5,0,0,0,0,NaN,NaN,
9,1.000,orangutan,16-23,0,0,0,0,NaN,NaN,
9,1.000,orangutan,23-5,0,0,0,0,NaN,NaN,
9,1.000,Bat,16-23,0,0,0,0,NaN,NaN,
9,1.000,Bat,23-5,0,0,0,0,NaN,NaN,
9,1.000,Deer,16-23,0,0,0,0,NaN,NaN,
9,1.000,Deer,23-5,0,0,0,0,NaN,NaN,
9,1.000,Great Horned Owl,16-23,0,0,0,0,NaN,NaN,
9,1.000,Great Horned Owl,23-5,0,0,0,0,NaN,NaN,
9,1.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
9,1.000,Freshwater Lagoon,23-5,0,0,0,0,NaN,NaN,
9,1.000,Unknown Avian,16-23,0,0,0,0,NaN,NaN,
9,1.000,Unknown Avian,23-5,0,0,0,0,NaN,NaN,
9,1.000,Human UTI,16-23,0,0,0,0,NaN,NaN,
9,1.000,Human UTI,23-5,0,0,0,0,NaN,NaN,
9,1.000,unknown,16-23,0,0,0,0,NaN,NaN,
9,1.000,unknown,23-5,0,0,0,0,NaN,NaN,
9,1.000,SLO Creek Water,16-23,0,0,0,0,NaN,NaN,
9,1.000,SLO Creek Water,23-5,0,0,0,0,NaN,NaN,
9,1.000,Pig/Swine,16-23,0,0,0,0,NaN,NaN,
9,1.000,Pig/Swine,23-5,0,0,0,0,NaN,NaN,
9,1.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
9,1.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
9,1.000,Hu Cw and Dg,16-23,0,0,0,0,NaN,NaN,
9,1.000,Hu Cw and Dg,23-5,0,0,0,0,NaN,NaN,
9,1.000,Ground Squirrel,16-23,0,0,0,0,NaN,NaN,
9,1.000,Ground Squirrel,23-5,0,0,0,0,NaN,NaN,
9,1.000,Opossum,16-23,0,0,0,0,NaN,NaN,
9,1.000,Opossum,23-5,0,0,0,0,NaN,NaN,
9,1.000,Cow,16-23,0,0,0,0,NaN,NaN,
9,1.000,Cow,23-5,0,0,0,0,NaN,NaN,
9,1.000,Deer Mouse,16-23,0,0,0,0,NaN,NaN,
9,1.000,Deer Mouse,23-5,0,0,0,0,NaN,NaN,
9,1.000,OVERALL,16-23,0,0,0,0,NaN,NaN,
9,1.000,OVERALL,23-5,0,0,0,0,NaN,NaN,
10,0.000,Chicken,16-23,0,1,0,1,0.000,0.000,
10,0.000,Chicken,23-5,7,9,0,16,0.438,0.438,
10,0.000,Sea Lion,16-23,0,1,0,1,0.000,0.000,
10,0.000,Sea Lion,23-5,0,11,0,11,0.000,0.000,
10,0.000,Hu and Cw,16-23,2,7,0,9,0.222,0.222,
10,0.000,Hu and Cw,23-5,2,10,0,12,0.167,0.167,
10,0.000,Sheep,16-23,48,50,0,98,0.490,0.490,
10,0.000,Sheep,23-5,58,43,0,101,0.574,0.574,
10,0.000,Hu and Dg,16-23,7,10,0,17,0.412,0.412,
10,0.000,Hu and Dg,23-5,19,21,0,40,0.475,0.475,
10,0.000,Common Loon,16-23,0,0,0,0,NaN,NaN,
10,0.000,Common Loon,23-5,0,1,0,1,0.000,0.000,
10,0.000,Red-Winged Blackbird,16-23,0,1,0,1,0.000,0.000,
10,0.000,Red-Winged Blackbird,23-5,0,0,0,0,NaN,NaN,
10,0.000,Cw,16-23,7,13,0,20,0.350,0.350,
10,0.000,Cw,23-5,14,26,0,40,0.350,0.350,
10,0.000,Cliff Sparrow,16-23,1,12,0,13,0.077,0.077,
10,0.000,Cliff Sparrow,23-5,0,5,0,5,0.000,0.000,
10,0.000,Pig,16-23,9,8,0,17,0.529,0.529,
10,0.000,Pig,23-5,4,5,0,9,0.444,0.444,
10,0.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
10,0.000,Barn Owl,23-5,0,0,0,0,NaN,NaN,
10,0.000,Wild Pig,16-23,0,0,0,0,NaN,NaN,
10,0.000,Wild Pig,23-5,1,2,0,3,0.333,0.333,
10,0.000,Pennington Creek Water,16-23,0,0,0,0,NaN,NaN,
10,0.000,Pennington Creek Water,23-5,0,0,0,0,NaN,NaN,
10,0.000,Guinni,16-23,0,0,0,0,NaN,NaN,
10,0.000,Guinni,23-5,0,0,0,0,NaN,NaN,
10,0.000,Racoon,16-23,0,0,0,0,NaN,NaN,
10,0.000,Racoon,23-5,0,0,0,0,NaN,NaN,
10,0.000,Hu,16-23,15,14,0,29,0.517,0.517,
10,0.000,Hu,23-5,23,14,0,37,0.622,0.622,
10,0.000,Cw and Dg,16-23,5,15,0,20,0.250,0.250,
10,0.000,Cw and Dg,23-5,15,16,0,31,0.484,0.484,
10,0.000,Red Wind Blackbird,16-23,0,0,0,0,NaN,NaN,
10,0.000,Red Wind Blackbird,23-5,0,0,0,0,NaN,NaN,
10,0.000,Tree Swallow,16-23,0,0,0,0,NaN,NaN,
10,0.000,Tree Swallow,23-5,0,0,0,0,NaN,NaN,
10,0.000,Turkey Vulture,16-23,0,0,0,0,NaN,NaN,
10,0.000,Turkey Vulture,23-5,0,0,0,0,NaN,NaN,
10,0.000,Dg,16-23,5,9,0,14,0.357,0.357,
10,0.000,Dg,23-5,31,31,0,62,0.500,0.500,
10,0.000,Western Kingbird,16-23,0,0,0,0,NaN,NaN,
10,0.000,Western Kingbird,23-5,0,0,0,0,NaN,NaN,
10,0.000,White Crowned Sparrow,16-23,0,1,0,1,0.000,0.000,
10,0.000,White Crowned Sparrow,23-5,0,13,0,13,0.000,0.000,
10,0.000,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
10,0.000,Eared Grebe,23-5,0,10,0,10,0.000,0.000,
10,0.000,cougar,16-23,0,0,0,0,NaN,NaN,
10,0.000,cougar,23-5,0,0,0,0,NaN,NaN,
10,0.000,Ocean Water,16-23,0,0,0,0,NaN,NaN,
10,0.000,Ocean Water,23-5,0,0,0,0,NaN,NaN,
10,0.000,Red Tailed Hawk,16-23,0,0,0,0,NaN,NaN,
10,0.000,Red Tailed Hawk,23-5,0,5,0,5,0.000,0.000,
10,0.000,Dog,16-23,55,67,0,122,0.451,0.451,
10,0.000,Dog,23-5,88,139,0,227,0.388,0.388,
10,0.000,Human,16-23,1733,784,0,2517,0.689,0.689,
10,0.000,Human,23-5,2136,670,0,2806,0.761,0.761,
10,0.000,Wild Turkey,16-23,1,5,0,6,0.167,0.167,
10,0.000,Wild Turkey,23-5,0,15,0,15,0.000,0.000,
10,0.000,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
10,0.000,Clark Grebe,23-5,0,0,0,0,NaN,NaN,
10,0.000,Seagull,16-23,0,0,0,0,NaN,NaN,
10,0.000,Seagull,23-5,5,8,0,13,0.385,0.385,
10,0.000,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
10,0.000,Surf Scoter,23-5,0,0,0,0,NaN,NaN,
10,0.000,Pigeon,16-23,51,148,0,199,0.256,0.256,
10,0.000,Pigeon,23-5,84,171,0,255,0.329,0.329,
10,0.000,Pacific Ocean Water,16-23,0,0,0,0,NaN,NaN,
10,0.000,Pacific Ocean Water,23-5,0,0,0,0,NaN,NaN,
10,0.000,Cat,16-23,19,24,0,43,0.442,0.442,
10,0.000,Cat,23-5,21,34,0,55,0.382,0.382,
10,0.000,Horse,16-23,6,19,0,25,0.240,0.240,
10,0.000,Horse,23-5,26,140,0,166,0.157,0.157,
10,0.000,orangutan,16-23,0,0,0,0,NaN,NaN,
10,0.000,orangutan,23-5,0,0,0,0,NaN,NaN,
10,0.000,Bat,16-23,36,31,0,67,0.537,0.537,
10,0.000,Bat,23-5,37,34,0,71,0.521,0.521,
10,0.000,Deer,16-23,15,38,0,53,0.283,0.283,
10,0.000,Deer,23-5,18,117,0,135,0.133,0.133,
10,0.000,Great Horned Owl,16-23,0,0,0,0,NaN,NaN,
10,0.000,Great Horned Owl,23-5,0,1,0,1,0.000,0.000,
10,0.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
10,0.000,Freshwater Lagoon,23-5,0,0,0,0,NaN,NaN,
10,0.000,Unknown Avian,16-23,0,0,0,0,NaN,NaN,
10,0.000,Unknown Avian,23-5,0,0,0,0,NaN,NaN,
10,0.000,Human UTI,16-23,75,75,0,150,0.500,0.500,
10,0.000,Human UTI,23-5,100,100,0,200,0.500,0.500,
10,0.000,unknown,16-23,0,0,0,0,NaN,NaN,
10,0.000,unknown,23-5,0,3,0,3,0.000,0.000,
10,0.000,SLO Creek Water,16-23,0,0,0,0,NaN,NaN,
10,0.000,SLO Creek Water,23-5,0,0,0,0,NaN,NaN,
10,0.000,Pig/Swine,16-23,7,6,0,13,0.538,0.538,
10,0.000,Pig/Swine,23-5,9,11,0,20,0.450,0.450,
10,0.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
10,0.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
10,0.000,Hu Cw and Dg,16-23,11,18,0,29,0.379,0.379,
10,0.000,Hu Cw and Dg,23-5,11,23,0,34,0.324,0.324,
10,0.000,Ground Squirrel,16-23,86,49,0,135,0.637,0.637,
10,0.000,Ground Squirrel,23-5,84,79,0,163,0.515,0.515,
10,0.000,Opossum,16-23,0,0,0,0,NaN,NaN,
10,0.000,Opossum,23-5,0,0,0,0,NaN,NaN,
10,0.000,Cow,16-23,1572,1176,0,2748,0.572,0.572,
10,0.000,Cow,23-5,1523,1527,0,3050,0.499,0.499,
10,0.000,Deer Mouse,16-23,0,0,0,0,NaN,NaN,
10,0.000,Deer Mouse,23-5,0,0,0,0,NaN,NaN,
10,0.000,OVERALL,16-23,3766,2582,0,6348,0.593,0.593,
10,0.000,OVERALL,23-5,4316,3294,0,7610,0.567,0.567,
10,0.500,Chicken,16-23,0,1,0,1,0.000,0.000,
10,0.500,Chicken,23-5,7,9,0,16,0.438,0.438,
10,0.500,Sea Lion,16-23,0,1,0,1,0.000,0.000,
10,0.500,Sea Lion,23-5,0,11,0,11,0.000,0.000,
10,0.500,Hu and Cw,16-23,2,7,0,9,0.222,0.222,
10,0.500,Hu and Cw,23-5,2,10,0,12,0.167,0.167,
10,0.500,Sheep,16-23,48,50,0,98,0.490,0.490,
10,0.500,Sheep,23-5,58,43,0,101,0.574,0.574,
10,0.500,Hu and Dg,16-23,7,10,0,17,0.412,0.412,
10,0.500,Hu and Dg,23-5,19,21,0,40,0.475,0.475,
10,0.500,Common Loon,16-23,0,0,0,0,NaN,NaN,
10,0.500,Common Loon,23-5,0,1,0,1,0.000,0.000,
10,0.500,Red-Winged Blackbird,16-23,0,1,0,1,0.000,0.000,
10,0.500,Red-Winged Blackbird,23-5,0,0,0,0,NaN,NaN,
10,0.500,Cw,16-23,7,13,0,20,0.350,0.350,
10,0.500,Cw,23-5,14,26,0,40,0.350,0.350,
10,0.500,Cliff Sparrow,16-23,1,12,0,13,0.077,0.077,
10,0.500,Cliff Sparrow,23-5,0,5,0,5,0.000,0.000,
10,0.500,Pig,16-23,9,8,0,17,0.529,0.529,
10,0.500,Pig,23-5,4,5,0,9,0.444,0.444,
10,0.500,Barn Owl,16-23,0,0,0,0,NaN,NaN,
10,0.500,Barn Owl,23-5,0,0,0,0,NaN,NaN,
10,0.500,Wild Pig,16-23,0,0,0,0,NaN,NaN,
10,0.500,Wild Pig,23-5,1,2,0,3,0.333,0.333,
10,0.500,Pennington Creek Water,16-23,0,0,0,0,NaN,NaN,
10,0.500,Pennington Creek Water,23-5,0,0,0,0,NaN,NaN,
10,0.500,Guinni,16-23,0,0,0,0,NaN,NaN,
10,0.500,Guinni,23-5,0,0,0,0,NaN,NaN,
10,0.500,Racoon,16-23,0,0,0,0,NaN,NaN,
10,0.500,Racoon,23-5,0,0,0,0,NaN,NaN,
10,0.500,Hu,16-23,15,14,0,29,0.517,0.517,
10,0.500,Hu,23-5,23,14,0,37,0.622,0.622,
10,0.500,Cw and Dg,16-23,5,15,0,20,0.250,0.250,
10,0.500,Cw and Dg,23-5,15,16,0,31,0.484,0.484,
10,0.500,Red Wind Blackbird,16-23,0,0,0,0,NaN,NaN,
10,0.500,Red Wind Blackbird,23-5,0,0,0,0,NaN,NaN,
10,0.500,Tree Swallow,16-23,0,0,0,0,NaN,NaN,
10,0.500,Tree Swallow,23-5,0,0,0,0,NaN,NaN,
10,0.500,Turkey Vulture,16-23,0,0,0,0,NaN,NaN,
10,0.500,Turkey Vulture,23-5,0,0,0,0,NaN,NaN,
10,0.500,Dg,16-23,5,9,0,14,0.357,0.357,
10,0.500,Dg,23-5,31,31,0,62,0.500,0.500,
10,0.500,Western Kingbird,16-23,0,0,0,0,NaN,NaN,
10,0.500,Western Kingbird,23-5,0,0,0,0,NaN,NaN,
10,0.500,White Crowned Sparrow,16-23,0,1,0,1,0.000,0.000,
10,0.500,White Crowned Sparrow,23-5,0,13,0,13,0.000,0.000,
10,0.500,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
10,0.500,Eared Grebe,23-5,0,10,0,10,0.000,0.000,
10,0.500,cougar,16-23,0,0,0,0,NaN,NaN,
10,0.500,cougar,23-5,0,0,0,0,NaN,NaN,
10,0.500,Ocean Water,16-23,0,0,0,0,NaN,NaN,
10,0.500,Ocean Water,23-5,0,0,0,0,NaN,NaN,
10,0.500,Red Tailed Hawk,16-23,0,0,0,0,NaN,NaN,
10,0.500,Red Tailed Hawk,23-5,0,5,0,5,0.000,0.000,
10,0.500,Dog,16-23,55,67,0,122,0.451,0.451,
10,0.500,Dog,23-5,88,139,0,227,0.388,0.388,
10,0.500,Human,16-23,1733,784,0,2517,0.689,0.689,
10,0.500,Human,23-5,2136,670,0,2806,0.761,0.761,
10,0.500,Wild Turkey,16-23,1,5,0,6,0.167,0.167,
10,0.500,Wild Turkey,23-5,0,15,0,15,0.000,0.000,
10,0.500,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
10,0.500,Clark Grebe,23-5,0,0,0,0,NaN,NaN,
10,0.500,Seagull,16-23,0,0,0,0,NaN,NaN,
10,0.500,Seagull,23-5,5,8,0,13,0.385,0.385,
10,0.500,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
10,0.500,Surf Scoter,23-5,0,0,0,0,NaN,NaN,
10,0.500,Pigeon,16-23,51,148,0,199,0.256,0.256,
10,0.500,Pigeon,23-5,84,171,0,255,0.329,0.329,
10,0.500,Pacific Ocean Water,16-23,0,0,0,0,NaN,NaN,
10,0.500,Pacific Ocean Water,23-5,0,0,0,0,NaN,NaN,
10,0.500,Cat,16-23,19,24,0,43,0.442,0.442,
10,0.500,Cat,23-5,21,34,0,55,0.382,0.382,
10,0.500,Horse,16-23,6,19,0,25,0.240,0.240,
10,0.500,Horse,23-5,26,140,0,166,0.157,0.157,
10,0.500,orangutan,16-23,0,0,0,0,NaN,NaN,
10,0.500,orangutan,23-5,0,0,0,0,NaN,NaN,
10,0.500,Bat,16-23,36,31,0,67,0.537,0.537,
10,0.500,Bat,23-5,37,34,0,71,0.521,0.521,
10,0.500,Deer,16-23,15,38,0,53,0.283,0.283,
10,0.500,Deer,23-5,18,117,0,135,0.133,0.133,
10,0.500,Great Horned Owl,16-23,0,0,0,0,NaN,NaN,
10,0.500,Great Horned Owl,23-5,0,1,0,1,0.000,0.000,
10,0.500,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
10,0.500,Freshwater Lagoon,23-5,0,0,0,0,NaN,NaN,
10,0.500,Unknown Avian,16-23,0,0,0,0,NaN,NaN,
10,0.500,Unknown Avian,23-5,0,0,0,0,NaN,NaN,
10,0.500,Human UTI,16-23,75,75,0,150,0.500,0.500,
10,0.500,Human UTI,23-5,100,100,0,200,0.500,0.500,
10,0.500,unknown,16-23,0,0,0,0,NaN,NaN,
10,0.500,unknown,23-5,0,3,0,3,0.000,0.000,
10,0.500,SLO Creek Water,16-23,0,0,0,0,NaN,NaN,
10,0.500,SLO Creek Water,23-5,0,0,0,0,NaN,NaN,
10,0.500,Pig/Swine,16-23,7,6,0,13,0.538,0.538,
10,0.500,Pig/Swine,23-5,9,11,0,20,0.450,0.450,
10,0.500,Klebsiella,16-23,0,0,0,0,NaN,NaN,
10,0.500,Klebsiella,23-5,0,0,0,0,NaN,NaN,
10,0.500,Hu Cw and Dg,16-23,11,18,0,29,0.379,0.379,
10,0.500,Hu Cw and Dg,23-5,11,23,0,34,0.324,0.324,
10,0.500,Ground Squirrel,16-23,86,49,0,135,0.637,0.637,
10,0.500,Ground Squirrel,23-5,84,79,0,163,0.515,0.515,
10,0.500,Opossum,16-23,0,0,0,0,NaN,NaN,
10,0.500,Opossum,23-5,0,0,0,0,NaN,NaN,
10,0.500,Cow,16-23,1572,1176,0,2748,0.572,0.572,
10,0.500,Cow,23-5,1523,1527,0,3050,0.499,0.499,
10,0.500,Deer Mouse,16-23,0,0,0,0,NaN,NaN,
10,0.500,Deer Mouse,23-5,0,0,0,0,NaN,NaN,
10,0.500,OVERALL,16-23,3766,2582,0,6348,0.593,0.593,
10,0.500,OVERALL,23-5,4316,3294,0,7610,0.567,0.567,
10,0.900,Chicken,16-23,0,1,0,1,0.000,0.000,
10,0.900,Chicken,23-5,7,9,0,16,0.438,0.438,
10,0.900,Sea Lion,16-23,0,1,0,1,0.000,0.000,
10,0.900,Sea Lion,23-5,0,11,0,11,0.000,0.000,
10,0.900,Hu and Cw,16-23,2,7,0,9,0.222,0.222,
10,0.900,Hu and Cw,23-5,2,10,0,12,0.167,0.167,
10,0.900,Sheep,16-23,48,50,0,98,0.490,0.490,
10,0.900,Sheep,23-5,58,43,0,101,0.574,0.574,
10,0.900,Hu and Dg,16-23,7,10,0,17,0.412,0.412,
10,0.900,Hu and Dg,23-5,19,21,0,40,0.475,0.475,
10,0.900,Common Loon,16-23,0,0,0,0,NaN,NaN,
10,0.900,Common Loon,23-5,0,1,0,1,0.000,0.000,
10,0.900,Red-Winged Blackbird,16-23,0,1,0,1,0.000,0.000,
10,0.900,Red-Winged Blackbird,23-5,0,0,0,0,NaN,NaN,
10,0.900,Cw,16-23,7,13,0,20,0.350,0.350,
10,0.900,Cw,23-5,14,26,0,40,0.350,0.350,
10,0.900,Cliff Sparrow,16-23,1,12,0,13,0.077,0.077,
10,0.900,Cliff Sparrow,23-5,0,5,0,5,0.000,0.000,
10,0.900,Pig,16-23,9,8,0,17,0.529,0.529,
10,0.900,Pig,23-5,4,5,0,9,0.444,0.444,
10,0.900,Barn Owl,16-23,0,0,0,0,NaN,NaN,
10,0.900,Barn Owl,23-5,0,0,0,0,NaN,NaN,
