1,0.960,Dog,23-5,156,130,0,286,0.545,0.545,	1,0.960,Dog,23-5,151,38,0,189,0.799,0.799,
2,0.960,Dog,23-5,135,171,0,306,0.441,0.441,	2,0.960,Dog,23-5,133,56,0,189,0.704,0.704,
3,0.960,Dog,23-5,130,145,0,275,0.473,0.473,	3,0.960,Dog,23-5,132,57,0,189,0.698,0.698,
4,0.960,Dog,23-5,122,151,0,273,0.447,0.447,	4,0.960,Dog,23-5,123,66,0,189,0.651,0.651,
5,0.960,Dog,23-5,116,147,0,263,0.441,0.441,	5,0.960,Dog,23-5,118,71,0,189,0.624,0.624,
6,0.960,Dog,23-5,109,139,0,248,0.440,0.440,	6,0.960,Dog,23-5,110,79,0,189,0.582,0.582,
7,0.960,Dog,23-5,105,141,0,246,0.427,0.427,	7,0.960,Dog,23-5,106,83,0,189,0.561,0.561,
8,0.960,Dog,23-5,102,131,0,233,0.438,0.438,	8,0.960,Dog,23-5,103,86,0,189,0.545,0.545,
9,0.960,Dog,23-5,92,125,0,217,0.424,0.424,	9,0.960,Dog,23-5,95,94,0,189,0.503,0.503,
10,0.960,Dog,23-5,88,128,0,216,0.407,0.407,	10,0.960,Dog,23-5,92,97,0,189,0.487,0.487,
11,0.960,Dog,23-5,88,132,0,220,0.400,0.400,	11,0.960,Dog,23-5,92,97,0,189,0.487,0.487,
12,0.960,Dog,23-5,85,131,0,216,0.394,0.394,	12,0.960,Dog,23-5,89,100,0,189,0.471,0.471,
13,0.960,Dog,23-5,82,129,0,211,0.389,0.389,	13,0.960,Dog,23-5,86,103,0,189,0.455,0.455,
14,0.960,Dog,23-5,81,134,0,215,0.377,0.377,	14,0.960,Dog,23-5,84,105,0,189,0.444,0.444,
15,0.960,Dog,23-5,80,136,0,216,0.370,0.370,	15,0.960,Dog,23-5,83,106,0,189,0.439,0.439,
16,0.960,Dog,23-5,82,140,0,222,0.369,0.369,	16,0.960,Dog,23-5,85,104,0,189,0.450,0.450,
17,0.960,Dog,23-5,78,135,0,213,0.366,0.366,	17,0.960,Dog,23-5,81,108,0,189,0.429,0.429,
