1,0.500,Dog,23-5,156,133,0,289,0.540,0.540,	1,0.500,Dog,23-5,151,38,0,189,0.799,0.799,
2,0.500,Dog,23-5,135,175,0,310,0.435,0.435,	2,0.500,Dog,23-5,133,56,0,189,0.704,0.704,
3,0.500,Dog,23-5,130,149,0,279,0.466,0.466,	3,0.500,Dog,23-5,132,57,0,189,0.698,0.698,
4,0.500,Dog,23-5,122,156,0,278,0.439,0.439,	4,0.500,Dog,23-5,123,66,0,189,0.651,0.651,
5,0.500,Dog,23-5,116,152,0,268,0.433,0.433,	5,0.500,Dog,23-5,118,71,0,189,0.624,0.624,
6,0.500,Dog,23-5,109,145,0,254,0.429,0.429,	6,0.500,Dog,23-5,110,79,0,189,0.582,0.582,
7,0.500,Dog,23-5,105,149,0,254,0.413,0.413,	7,0.500,Dog,23-5,106,83,0,189,0.561,0.561,
8,0.500,Dog,23-5,102,142,0,244,0.418,0.418,	8,0.500,Dog,23-5,103,86,0,189,0.545,0.545,
9,0.500,Dog,23-5,92,136,0,228,0.404,0.404,	9,0.500,Dog,23-5,95,94,0,189,0.503,0.503,
10,0.500,Dog,23-5,88,139,0,227,0.388,0.388,	10,0.500,Dog,23-5,92,97,0,189,0.487,0.487,
11,0.500,Dog,23-5,88,144,0,232,0.379,0.379,	11,0.500,Dog,23-5,92,97,0,189,0.487,0.487,
12,0.500,Dog,23-5,85,143,0,228,0.373,0.373,	12,0.500,Dog,23-5,89,100,0,189,0.471,0.471,
13,0.500,Dog,23-5,82,139,0,221,0.371,0.371,	13,0.500,Dog,23-5,86,103,0,189,0.455,0.455,
14,0.500,Dog,23-5,81,146,0,227,0.357,0.357,	14,0.500,Dog,23-5,84,105,0,189,0.444,0.444,
15,0.500,Dog,23-5,80,146,0,226,0.354,0.354,	15,0.500,Dog,23-5,83,106,0,189,0.439,0.439,
16,0.500,Dog,23-5,82,151,0,233,0.352,0.352,	16,0.500,Dog,23-5,85,104,0,189,0.450,0.450,
17,0.500,Dog,23-5,78,145,0,223,0.350,0.350,	17,0.500,Dog,23-5,81,108,0,189,0.429,0.429,
