k,alpha,unknownId,classification,pearson,isoId,species
3,0.990,PH-019,Cow(3)(1.666667),0.994,Cw-1271,Cow
3,0.990,PH-019,Cow(3)(1.666667),0.992,Cw-1593,Cow
3,0.990,PH-019,Cow(3)(1.666667),0.992,Hu-2006,Human
3,0.990,PH-019,Cow(3)(1.666667),0.991,Pg-078,Pigeon
3,0.990,PH-019,Cow(3)(1.666667),0.992,Cw-1327,Cow
3,0.990,PH-019,Cow(3)(1.666667),0.990,Ho-010,Horse
