k,alpha,unknownId,classification,pearson,isoId,species
2,0.990,PH-4,Pigeon(2)(1.500000),0.996,Pg-078,Pigeon
2,0.990,PH-4,Pigeon(2)(1.500000),0.995,Pg-075,Pigeon
