k,alpha,unknownId,classification,pearson,isoId,species
2,0.900,PH-025,null,0.993,Cw-1271,Cow
2,0.900,PH-025,null,0.987,Pp-126,Cw
2,0.900,PH-025,null,0.993,Hu-2006,Human
2,0.900,PH-025,null,0.986,Ho-010,Horse
