k,alpha,unknownId,classification,pearson,isoId,species
2,0.950,PH-014,Cow(2)(1.500000),0.990,Cw-1271,Cow
2,0.950,PH-014,Cow(2)(1.500000),0.983,Pg-078,Pigeon
2,0.950,PH-014,Cow(2)(1.500000),0.989,Hu-2006,Human
2,0.950,PH-014,Cow(2)(1.500000),0.982,Cw-1593,Cow
