k,alpha,unknownId,classification,pearson,isoId,species
2,0.990,PH-1,Human UTI(2)(1.500000),0.994,Hu-1884,Human UTI
2,0.990,PH-1,Human UTI(2)(1.500000),0.994,Hu-1883,Human UTI
