k,alpha,unknownId,classification,pearson,isoId,species
8,0.500,PH-017,Human(6)(5.166667),0.991,Cw-1271,Cow
8,0.500,PH-017,Human(6)(5.166667),0.979,Pp-126,Cw
8,0.500,PH-017,Human(6)(5.166667),0.990,Hu-2006,Human
8,0.500,PH-017,Human(6)(5.166667),0.978,Cw-1543,Cow
8,0.500,PH-017,Human(6)(5.166667),0.989,Hu-2003,Human
8,0.500,PH-017,Human(6)(5.166667),0.978,Ho-018,Horse
8,0.500,PH-017,Human(6)(5.166667),0.989,Cw-1327,Cow
8,0.500,PH-017,Human(6)(5.166667),0.977,Ho-010,Horse
8,0.500,PH-017,Human(6)(5.166667),0.989,Hu-1994,Human
8,0.500,PH-017,Human(6)(5.166667),0.977,Cw-1534,Cow
8,0.500,PH-017,Human(6)(5.166667),0.989,Hu-2002,Human
8,0.500,PH-017,Human(6)(5.166667),0.977,Cw-1324,Cow
8,0.500,PH-017,Human(6)(5.166667),0.988,Hu-2005,Human
8,0.500,PH-017,Human(6)(5.166667),0.977,Pg-104,Pigeon
8,0.500,PH-017,Human(6)(5.166667),0.988,Hu-1998,Human
8,0.500,PH-017,Human(6)(5.166667),0.976,Ho-023,Horse
