k,alpha,unknownId,classification,pearson,isoId,species
2,0.000,PH-023,null,0.993,Pp-126,Cw
2,0.000,PH-023,null,0.989,Cw-1271,Cow
2,0.000,PH-023,null,0.993,Ho-018,Horse
2,0.000,PH-023,null,0.987,Hu-2006,Human
