k,alpha,unknownId,classification,pearson,isoId,species
5,0.950,PH-013,Human(4)(3.500000),0.992,Pp-126,Cw
5,0.950,PH-013,Human(4)(3.500000),0.992,Cw-1271,Cow
5,0.950,PH-013,Human(4)(3.500000),0.992,Ho-010,Horse
5,0.950,PH-013,Human(4)(3.500000),0.991,Hu-2006,Human
5,0.950,PH-013,Human(4)(3.500000),0.991,Ho-018,Horse
5,0.950,PH-013,Human(4)(3.500000),0.990,Hu-2003,Human
5,0.950,PH-013,Human(4)(3.500000),0.991,Cw-1534,Cow
5,0.950,PH-013,Human(4)(3.500000),0.990,Hu-1994,Human
5,0.950,PH-013,Human(4)(3.500000),0.990,Cw-1053,Cow
5,0.950,PH-013,Human(4)(3.500000),0.989,Hu-2002,Human
