k,alpha,unknownId,classification,pearson,isoId,species
7,0.500,PH-020,Human(6)(4.333333),0.994,Hu-2006,Human
7,0.500,PH-020,Human(6)(4.333333),0.982,Cw-1593,Cow
7,0.500,PH-020,Human(6)(4.333333),0.994,Cw-1271,Cow
7,0.500,PH-020,Human(6)(4.333333),0.982,Pg-078,Pigeon
7,0.500,PH-020,Human(6)(4.333333),0.994,Hu-2003,Human
7,0.500,PH-020,Human(6)(4.333333),0.981,Pg-075,Pigeon
7,0.500,PH-020,Human(6)(4.333333),0.993,Hu-1994,Human
7,0.500,PH-020,Human(6)(4.333333),0.981,Pg-076,Pigeon
7,0.500,PH-020,Human(6)(4.333333),0.993,Hu-2005,Human
7,0.500,PH-020,Human(6)(4.333333),0.980,Pg-077,Pigeon
7,0.500,PH-020,Human(6)(4.333333),0.993,Hu-2002,Human
7,0.500,PH-020,Human(6)(4.333333),0.980,Cw-1282,Cow
7,0.500,PH-020,Human(6)(4.333333),0.993,Hu-2010,Human
7,0.500,PH-020,Human(6)(4.333333),0.979,Ho-010,Horse
