k,alpha,unknownId,classification,pearson,isoId,species
2,0.950,PH-011,Cow(2)(1.500000),0.993,Cw-1271,Cow
2,0.950,PH-011,Cow(2)(1.500000),0.988,Pg-078,Pigeon
2,0.950,PH-011,Cow(2)(1.500000),0.991,Hu-2006,Human
2,0.950,PH-011,Cow(2)(1.500000),0.987,Cw-1593,Cow
