k,alpha,unknownId,classification,pearson,isoId,species
3,0.900,PH-016,Cow(2)(1.000000),0.992,Cw-1271,Cow
3,0.900,PH-016,Cow(2)(1.000000),0.983,Cw-1593,Cow
3,0.900,PH-016,Cow(2)(1.000000),0.991,Hu-2006,Human
3,0.900,PH-016,Cow(2)(1.000000),0.982,Pg-078,Pigeon
3,0.900,PH-016,Cow(2)(1.000000),0.990,Hu-2003,Human
3,0.900,PH-016,Cow(2)(1.000000),0.981,Pg-075,Pigeon
