needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
3,76,0.950,PH-021,Cow(3)(12.333333),0.995,Cw-1277,Cow
3,76,0.950,PH-021,Cow(3)(12.333333),0.995,Cw-1278,Cow
3,76,0.950,PH-021,Cow(3)(12.333333),0.993,Cw-1377,Cow
