needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
6,141,0.980,PH-025,Cow(5)(28.600000),0.985,Cw-1534,Cow
6,141,0.980,PH-025,Cow(5)(28.600000),0.984,Cw-1277,Cow
6,141,0.980,PH-025,Cow(5)(28.600000),0.983,Ho-023,Horse
6,141,0.980,PH-025,Cow(5)(28.600000),0.981,Cw-1377,Cow
6,141,0.980,PH-025,Cow(5)(28.600000),0.981,Cw-1278,Cow
6,141,0.980,PH-025,Cow(5)(28.600000),0.980,Cw-1378,Cow
