needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
2,23,0.500,PH-027,Cow(2)(14.500000),0.989,Cw-1277,Cow
2,23,0.500,PH-027,Cow(2)(14.500000),0.987,Cw-1278,Cow
