needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
3,65,0.980,PH-029,Cow(3)(21.666667),0.985,Cw-1277,Cow
3,65,0.980,PH-029,Cow(3)(21.666667),0.983,Cw-1278,Cow
3,65,0.980,PH-029,Cow(3)(21.666667),0.983,Cw-1377,Cow
