needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
6,117,0.900,PH-028,Cow(5)(32.800000),0.989,Cw-1277,Cow
6,117,0.900,PH-028,Cow(5)(32.800000),0.988,Cw-1534,Cow
6,117,0.900,PH-028,Cow(5)(32.800000),0.988,Cw-1377,Cow
6,117,0.900,PH-028,Cow(5)(32.800000),0.987,Cw-1278,Cow
6,117,0.900,PH-028,Cow(5)(32.800000),0.987,Ho-023,Horse
6,117,0.900,PH-028,Cow(5)(32.800000),0.983,Cw-827,Cow
