needed size,max k,alpha,unknownId,classification(count)(average position),pearson,isoId,species
2,22,0.980,PH-018,Cow(2)(15.000000),0.993,Cw-1277,Cow
2,22,0.980,PH-018,Cow(2)(15.000000),0.991,Cw-1278,Cow
