k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision-Made Accuracy,Overall Accuracy,
1,0.950,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
1,0.950,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
1,0.950,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
1,0.950,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
1,0.950,Human UTI,16-23,115,24,0,139,0.827,0.827,
1,0.950,Human UTI,23-5,128,12,139,279,0.914,0.459,
1,0.950,unknown,16-23,6,5,0,11,0.545,0.545,
1,0.950,unknown,23-5,8,3,11,22,0.727,0.364,
1,0.950,SLO Creek Water,16-23,0,860,16,876,0.000,0.000,
1,0.950,SLO Creek Water,23-5,6,1322,803,2131,0.005,0.003,
1,0.950,Pig/Swine,16-23,15,11,0,26,0.577,0.577,
1,0.950,Pig/Swine,23-5,13,12,24,49,0.520,0.265,
1,0.950,Klebsiella,16-23,0,0,0,0,NaN,NaN,
1,0.950,Klebsiella,23-5,0,0,0,0,NaN,NaN,
1,0.950,Hu Cw and Dg,16-23,10,20,0,30,0.333,0.333,
1,0.950,Hu Cw and Dg,23-5,20,10,30,60,0.667,0.333,
1,0.950,Ground Squirrel,16-23,114,59,1,174,0.659,0.655,
1,0.950,Ground Squirrel,23-5,116,61,141,318,0.655,0.365,
1,0.950,Opossum,16-23,4,2,0,6,0.667,0.667,
1,0.950,Opossum,23-5,5,1,6,12,0.833,0.417,
1,0.950,Cow,16-23,1574,215,0,1789,0.880,0.880,
1,0.950,Cow,23-5,1560,218,1712,3490,0.877,0.447,
1,0.950,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
1,0.950,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
1,0.950,OVERALL,16-23,4196,2131,21,6348,0.663,0.661,
1,0.950,OVERALL,23-5,4814,2774,5648,13236,0.634,0.364,
1,0.960,Chicken,16-23,22,18,0,40,0.550,0.550,
1,0.960,Chicken,23-5,28,14,40,82,0.667,0.341,
1,0.960,Sea Lion,16-23,1,1,0,2,0.500,0.500,
1,0.960,Sea Lion,23-5,4,0,2,6,1.000,0.667,
1,0.960,Hu and Cw,16-23,17,13,0,30,0.567,0.567,
1,0.960,Hu and Cw,23-5,14,16,30,60,0.467,0.233,
1,0.960,Sheep,16-23,78,26,0,104,0.750,0.750,
1,0.960,Sheep,23-5,78,19,95,192,0.804,0.406,
1,0.960,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
1,0.960,Hu and Dg,23-5,20,10,30,60,0.667,0.333,
1,0.960,Common Loon,16-23,2,0,0,2,1.000,1.000,
1,0.960,Common Loon,23-5,0,2,2,4,0.000,0.000,
1,0.960,Red-Winged Blackbird,16-23,2,0,0,2,1.000,1.000,
1,0.960,Red-Winged Blackbird,23-5,2,0,2,4,1.000,0.500,
1,0.960,Cw,16-23,17,13,0,30,0.567,0.567,
1,0.960,Cw,23-5,20,10,30,60,0.667,0.333,
1,0.960,Cliff Sparrow,16-23,16,12,0,28,0.571,0.571,
1,0.960,Cliff Sparrow,23-5,10,19,27,56,0.345,0.179,
1,0.960,Pig,16-23,21,16,0,37,0.568,0.568,
1,0.960,Pig,23-5,20,14,34,68,0.588,0.294,
1,0.960,Barn Owl,16-23,0,0,0,0,NaN,NaN,
1,0.960,Barn Owl,23-5,2,0,0,2,1.000,1.000,
1,0.960,Wild Pig,16-23,6,11,0,17,0.353,0.353,
1,0.960,Wild Pig,23-5,6,4,8,18,0.600,0.333,
1,0.960,Pennington Creek Water,16-23,0,341,4,345,0.000,0.000,
1,0.960,Pennington Creek Water,23-5,0,445,337,782,0.000,0.000,
1,0.960,Guinni,16-23,0,0,0,0,NaN,NaN,
1,0.960,Guinni,23-5,0,2,0,2,0.000,0.000,
1,0.960,Racoon,16-23,2,0,0,2,1.000,1.000,
1,0.960,Racoon,23-5,0,3,2,5,0.000,0.000,
1,0.960,Hu,16-23,23,6,0,29,0.793,0.793,
1,0.960,Hu,23-5,24,7,29,60,0.774,0.400,
1,0.960,Cw and Dg,16-23,11,19,0,30,0.367,0.367,
1,0.960,Cw and Dg,23-5,19,11,30,60,0.633,0.317,
1,0.960,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
1,0.960,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
1,0.960,Tree Swallow,16-23,2,0,0,2,1.000,1.000,
1,0.960,Tree Swallow,23-5,2,0,2,4,1.000,0.500,
1,0.960,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
1,0.960,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
1,0.960,Dg,16-23,10,20,0,30,0.333,0.333,
1,0.960,Dg,23-5,28,2,30,60,0.933,0.467,
1,0.960,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
1,0.960,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
1,0.960,White Crowned Sparrow,16-23,13,2,0,15,0.867,0.867,
1,0.960,White Crowned Sparrow,23-5,8,7,15,30,0.533,0.267,
1,0.960,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
1,0.960,Eared Grebe,23-5,2,2,0,4,0.500,0.500,
1,0.960,cougar,16-23,0,1,0,1,0.000,0.000,
1,0.960,cougar,23-5,0,1,1,2,0.000,0.000,
1,0.960,Ocean Water,16-23,0,0,0,0,NaN,NaN,
1,0.960,Ocean Water,23-5,0,10,0,10,0.000,0.000,
1,0.960,Red Tailed Hawk,16-23,2,0,0,2,1.000,1.000,
1,0.960,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
1,0.960,Dog,16-23,100,38,0,138,0.725,0.725,
1,0.960,Dog,23-5,151,38,138,327,0.799,0.462,
1,0.960,Human,16-23,1729,146,1,1876,0.922,0.922,
1,0.960,Human,23-5,2173,151,1474,3798,0.935,0.572,
1,0.960,Wild Turkey,16-23,18,28,0,46,0.391,0.391,
1,0.960,Wild Turkey,23-5,14,25,39,78,0.359,0.179,
1,0.960,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
1,0.960,Clark Grebe,23-5,2,0,0,2,1.000,1.000,
1,0.960,Seagull,16-23,0,0,0,0,NaN,NaN,
1,0.960,Seagull,23-5,33,34,0,67,0.493,0.493,
1,0.960,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
1,0.960,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
1,0.960,Pigeon,16-23,132,108,0,240,0.550,0.550,
1,0.960,Pigeon,23-5,150,139,194,483,0.519,0.311,
1,0.960,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
1,0.960,Pacific Ocean Water,23-5,0,49,46,95,0.000,0.000,
1,0.960,Cat,16-23,41,12,0,53,0.774,0.774,
1,0.960,Cat,23-5,39,24,38,101,0.619,0.386,
1,0.960,Horse,16-23,21,25,0,46,0.457,0.457,
1,0.960,Horse,23-5,51,36,44,131,0.586,0.389,
1,0.960,orangutan,16-23,0,1,0,1,0.000,0.000,
1,0.960,orangutan,23-5,0,1,1,2,0.000,0.000,
1,0.960,Bat,16-23,36,1,0,37,0.973,0.973,
1,0.960,Bat,23-5,37,1,37,75,0.974,0.493,
1,0.960,Deer,16-23,17,4,0,21,0.810,0.810,
1,0.960,Deer,23-5,18,4,21,43,0.818,0.419,
1,0.960,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
1,0.960,Great Horned Owl,23-5,1,6,3,10,0.143,0.100,
1,0.960,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
1,0.960,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
1,0.960,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
1,0.960,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
1,0.960,Human UTI,16-23,115,24,0,139,0.827,0.827,
1,0.960,Human UTI,23-5,128,12,139,279,0.914,0.459,
1,0.960,unknown,16-23,6,5,0,11,0.545,0.545,
1,0.960,unknown,23-5,8,3,11,22,0.727,0.364,
1,0.960,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
1,0.960,SLO Creek Water,23-5,6,1322,803,2131,0.005,0.003,
1,0.960,Pig/Swine,16-23,15,11,0,26,0.577,0.577,
1,0.960,Pig/Swine,23-5,13,12,24,49,0.520,0.265,
1,0.960,Klebsiella,16-23,0,0,0,0,NaN,NaN,
1,0.960,Klebsiella,23-5,0,0,0,0,NaN,NaN,
1,0.960,Hu Cw and Dg,16-23,10,20,0,30,0.333,0.333,
1,0.960,Hu Cw and Dg,23-5,20,10,30,60,0.667,0.333,
1,0.960,Ground Squirrel,16-23,114,59,1,174,0.659,0.655,
1,0.960,Ground Squirrel,23-5,116,61,141,318,0.655,0.365,
1,0.960,Opossum,16-23,4,2,0,6,0.667,0.667,
1,0.960,Opossum,23-5,5,1,6,12,0.833,0.417,
1,0.960,Cow,16-23,1572,215,2,1789,0.880,0.879,
1,0.960,Cow,23-5,1560,218,1712,3490,0.877,0.447,
1,0.960,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
1,0.960,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
1,0.960,OVERALL,16-23,4194,2122,32,6348,0.664,0.661,
1,0.960,OVERALL,23-5,4814,2763,5659,13236,0.635,0.364,
1,0.970,Chicken,16-23,22,18,0,40,0.550,0.550,
1,0.970,Chicken,23-5,28,14,40,82,0.667,0.341,
1,0.970,Sea Lion,16-23,1,1,0,2,0.500,0.500,
1,0.970,Sea Lion,23-5,4,0,2,6,1.000,0.667,
1,0.970,Hu and Cw,16-23,17,13,0,30,0.567,0.567,
1,0.970,Hu and Cw,23-5,14,16,30,60,0.467,0.233,
1,0.970,Sheep,16-23,78,26,0,104,0.750,0.750,
1,0.970,Sheep,23-5,78,19,95,192,0.804,0.406,
1,0.970,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
1,0.970,Hu and Dg,23-5,20,10,30,60,0.667,0.333,
1,0.970,Common Loon,16-23,2,0,0,2,1.000,1.000,
1,0.970,Common Loon,23-5,0,2,2,4,0.000,0.000,
1,0.970,Red-Winged Blackbird,16-23,2,0,0,2,1.000,1.000,
1,0.970,Red-Winged Blackbird,23-5,2,0,2,4,1.000,0.500,
1,0.970,Cw,16-23,17,13,0,30,0.567,0.567,
1,0.970,Cw,23-5,20,10,30,60,0.667,0.333,
1,0.970,Cliff Sparrow,16-23,16,12,0,28,0.571,0.571,
1,0.970,Cliff Sparrow,23-5,10,19,27,56,0.345,0.179,
1,0.970,Pig,16-23,21,16,0,37,0.568,0.568,
1,0.970,Pig,23-5,20,14,34,68,0.588,0.294,
1,0.970,Barn Owl,16-23,0,0,0,0,NaN,NaN,
1,0.970,Barn Owl,23-5,2,0,0,2,1.000,1.000,
1,0.970,Wild Pig,16-23,6,11,0,17,0.353,0.353,
1,0.970,Wild Pig,23-5,6,4,8,18,0.600,0.333,
1,0.970,Pennington Creek Water,16-23,0,340,5,345,0.000,0.000,
1,0.970,Pennington Creek Water,23-5,0,435,347,782,0.000,0.000,
1,0.970,Guinni,16-23,0,0,0,0,NaN,NaN,
1,0.970,Guinni,23-5,0,2,0,2,0.000,0.000,
1,0.970,Racoon,16-23,2,0,0,2,1.000,1.000,
1,0.970,Racoon,23-5,0,3,2,5,0.000,0.000,
1,0.970,Hu,16-23,23,6,0,29,0.793,0.793,
1,0.970,Hu,23-5,24,7,29,60,0.774,0.400,
1,0.970,Cw and Dg,16-23,11,19,0,30,0.367,0.367,
1,0.970,Cw and Dg,23-5,19,11,30,60,0.633,0.317,
1,0.970,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
1,0.970,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
1,0.970,Tree Swallow,16-23,2,0,0,2,1.000,1.000,
1,0.970,Tree Swallow,23-5,2,0,2,4,1.000,0.500,
1,0.970,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
1,0.970,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
1,0.970,Dg,16-23,10,20,0,30,0.333,0.333,
1,0.970,Dg,23-5,28,2,30,60,0.933,0.467,
1,0.970,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
1,0.970,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
1,0.970,White Crowned Sparrow,16-23,13,2,0,15,0.867,0.867,
1,0.970,White Crowned Sparrow,23-5,8,7,15,30,0.533,0.267,
1,0.970,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
1,0.970,Eared Grebe,23-5,2,2,0,4,0.500,0.500,
1,0.970,cougar,16-23,0,1,0,1,0.000,0.000,
1,0.970,cougar,23-5,0,1,1,2,0.000,0.000,
1,0.970,Ocean Water,16-23,0,0,0,0,NaN,NaN,
1,0.970,Ocean Water,23-5,0,10,0,10,0.000,0.000,
1,0.970,Red Tailed Hawk,16-23,2,0,0,2,1.000,1.000,
1,0.970,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
1,0.970,Dog,16-23,100,38,0,138,0.725,0.725,
1,0.970,Dog,23-5,151,38,138,327,0.799,0.462,
1,0.970,Human,16-23,1729,146,1,1876,0.922,0.922,
1,0.970,Human,23-5,2170,149,1479,3798,0.936,0.571,
1,0.970,Wild Turkey,16-23,18,28,0,46,0.391,0.391,
1,0.970,Wild Turkey,23-5,14,25,39,78,0.359,0.179,
1,0.970,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
1,0.970,Clark Grebe,23-5,2,0,0,2,1.000,1.000,
1,0.970,Seagull,16-23,0,0,0,0,NaN,NaN,
1,0.970,Seagull,23-5,33,34,0,67,0.493,0.493,
1,0.970,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
1,0.970,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
1,0.970,Pigeon,16-23,131,107,2,240,0.550,0.546,
1,0.970,Pigeon,23-5,150,139,194,483,0.519,0.311,
1,0.970,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
1,0.970,Pacific Ocean Water,23-5,0,49,46,95,0.000,0.000,
1,0.970,Cat,16-23,41,12,0,53,0.774,0.774,
1,0.970,Cat,23-5,39,24,38,101,0.619,0.386,
1,0.970,Horse,16-23,21,25,0,46,0.457,0.457,
1,0.970,Horse,23-5,51,36,44,131,0.586,0.389,
1,0.970,orangutan,16-23,0,1,0,1,0.000,0.000,
1,0.970,orangutan,23-5,0,1,1,2,0.000,0.000,
1,0.970,Bat,16-23,36,1,0,37,0.973,0.973,
1,0.970,Bat,23-5,37,1,37,75,0.974,0.493,
1,0.970,Deer,16-23,17,4,0,21,0.810,0.810,
1,0.970,Deer,23-5,18,4,21,43,0.818,0.419,
1,0.970,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
1,0.970,Great Horned Owl,23-5,1,6,3,10,0.143,0.100,
1,0.970,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
1,0.970,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
1,0.970,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
1,0.970,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
1,0.970,Human UTI,16-23,115,24,0,139,0.827,0.827,
1,0.970,Human UTI,23-5,126,12,141,279,0.913,0.452,
1,0.970,unknown,16-23,6,5,0,11,0.545,0.545,
1,0.970,unknown,23-5,8,3,11,22,0.727,0.364,
1,0.970,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
1,0.970,SLO Creek Water,23-5,6,1322,803,2131,0.005,0.003,
1,0.970,Pig/Swine,16-23,15,11,0,26,0.577,0.577,
1,0.970,Pig/Swine,23-5,13,11,25,49,0.542,0.265,
1,0.970,Klebsiella,16-23,0,0,0,0,NaN,NaN,
1,0.970,Klebsiella,23-5,0,0,0,0,NaN,NaN,
1,0.970,Hu Cw and Dg,16-23,10,20,0,30,0.333,0.333,
1,0.970,Hu Cw and Dg,23-5,20,10,30,60,0.667,0.333,
1,0.970,Ground Squirrel,16-23,113,59,2,174,0.657,0.649,
1,0.970,Ground Squirrel,23-5,116,61,141,318,0.655,0.365,
1,0.970,Opossum,16-23,4,2,0,6,0.667,0.667,
1,0.970,Opossum,23-5,5,1,6,12,0.833,0.417,
1,0.970,Cow,16-23,1568,213,8,1789,0.880,0.876,
1,0.970,Cow,23-5,1559,216,1715,3490,0.878,0.447,
1,0.970,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
1,0.970,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
1,0.970,OVERALL,16-23,4188,2118,42,6348,0.664,0.660,
1,0.970,OVERALL,23-5,4808,2748,5680,13236,0.636,0.363,
1,0.980,Chicken,16-23,22,18,0,40,0.550,0.550,
1,0.980,Chicken,23-5,28,14,40,82,0.667,0.341,
1,0.980,Sea Lion,16-23,1,1,0,2,0.500,0.500,
1,0.980,Sea Lion,23-5,4,0,2,6,1.000,0.667,
1,0.980,Hu and Cw,16-23,16,13,1,30,0.552,0.533,
1,0.980,Hu and Cw,23-5,14,16,30,60,0.467,0.233,
1,0.980,Sheep,16-23,78,26,0,104,0.750,0.750,
1,0.980,Sheep,23-5,77,19,96,192,0.802,0.401,
1,0.980,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
1,0.980,Hu and Dg,23-5,20,10,30,60,0.667,0.333,
1,0.980,Common Loon,16-23,2,0,0,2,1.000,1.000,
1,0.980,Common Loon,23-5,0,2,2,4,0.000,0.000,
1,0.980,Red-Winged Blackbird,16-23,2,0,0,2,1.000,1.000,
1,0.980,Red-Winged Blackbird,23-5,2,0,2,4,1.000,0.500,
1,0.980,Cw,16-23,17,13,0,30,0.567,0.567,
1,0.980,Cw,23-5,20,10,30,60,0.667,0.333,
1,0.980,Cliff Sparrow,16-23,16,12,0,28,0.571,0.571,
1,0.980,Cliff Sparrow,23-5,10,19,27,56,0.345,0.179,
1,0.980,Pig,16-23,21,16,0,37,0.568,0.568,
1,0.980,Pig,23-5,20,14,34,68,0.588,0.294,
1,0.980,Barn Owl,16-23,0,0,0,0,NaN,NaN,
1,0.980,Barn Owl,23-5,2,0,0,2,1.000,1.000,
1,0.980,Wild Pig,16-23,6,10,1,17,0.375,0.353,
1,0.980,Wild Pig,23-5,6,4,8,18,0.600,0.333,
1,0.980,Pennington Creek Water,16-23,0,333,12,345,0.000,0.000,
1,0.980,Pennington Creek Water,23-5,0,429,353,782,0.000,0.000,
1,0.980,Guinni,16-23,0,0,0,0,NaN,NaN,
1,0.980,Guinni,23-5,0,2,0,2,0.000,0.000,
1,0.980,Racoon,16-23,2,0,0,2,1.000,1.000,
1,0.980,Racoon,23-5,0,3,2,5,0.000,0.000,
1,0.980,Hu,16-23,23,6,0,29,0.793,0.793,
1,0.980,Hu,23-5,24,7,29,60,0.774,0.400,
1,0.980,Cw and Dg,16-23,11,19,0,30,0.367,0.367,
1,0.980,Cw and Dg,23-5,19,11,30,60,0.633,0.317,
1,0.980,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
1,0.980,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
1,0.980,Tree Swallow,16-23,2,0,0,2,1.000,1.000,
1,0.980,Tree Swallow,23-5,2,0,2,4,1.000,0.500,
1,0.980,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
1,0.980,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
1,0.980,Dg,16-23,10,20,0,30,0.333,0.333,
1,0.980,Dg,23-5,28,2,30,60,0.933,0.467,
1,0.980,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
1,0.980,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
1,0.980,White Crowned Sparrow,16-23,13,2,0,15,0.867,0.867,
1,0.980,White Crowned Sparrow,23-5,8,7,15,30,0.533,0.267,
1,0.980,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
1,0.980,Eared Grebe,23-5,2,2,0,4,0.500,0.500,
1,0.980,cougar,16-23,0,1,0,1,0.000,0.000,
1,0.980,cougar,23-5,0,0,2,2,NaN,0.000,
1,0.980,Ocean Water,16-23,0,0,0,0,NaN,NaN,
1,0.980,Ocean Water,23-5,0,10,0,10,0.000,0.000,
1,0.980,Red Tailed Hawk,16-23,2,0,0,2,1.000,1.000,
1,0.980,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
1,0.980,Dog,16-23,99,37,2,138,0.728,0.717,
1,0.980,Dog,23-5,151,38,138,327,0.799,0.462,
1,0.980,Human,16-23,1727,144,5,1876,0.923,0.921,
1,0.980,Human,23-5,2165,148,1485,3798,0.936,0.570,
1,0.980,Wild Turkey,16-23,18,28,0,46,0.391,0.391,
1,0.980,Wild Turkey,23-5,14,25,39,78,0.359,0.179,
1,0.980,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
1,0.980,Clark Grebe,23-5,2,0,0,2,1.000,1.000,
1,0.980,Seagull,16-23,0,0,0,0,NaN,NaN,
1,0.980,Seagull,23-5,33,34,0,67,0.493,0.493,
1,0.980,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
1,0.980,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
1,0.980,Pigeon,16-23,130,104,6,240,0.556,0.542,
1,0.980,Pigeon,23-5,149,137,197,483,0.521,0.308,
1,0.980,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
1,0.980,Pacific Ocean Water,23-5,0,45,50,95,0.000,0.000,
1,0.980,Cat,16-23,41,12,0,53,0.774,0.774,
1,0.980,Cat,23-5,39,24,38,101,0.619,0.386,
1,0.980,Horse,16-23,21,25,0,46,0.457,0.457,
1,0.980,Horse,23-5,51,36,44,131,0.586,0.389,
1,0.980,orangutan,16-23,0,1,0,1,0.000,0.000,
1,0.980,orangutan,23-5,0,1,1,2,0.000,0.000,
1,0.980,Bat,16-23,36,1,0,37,0.973,0.973,
1,0.980,Bat,23-5,37,1,37,75,0.974,0.493,
1,0.980,Deer,16-23,17,4,0,21,0.810,0.810,
1,0.980,Deer,23-5,18,3,22,43,0.857,0.419,
1,0.980,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
1,0.980,Great Horned Owl,23-5,1,6,3,10,0.143,0.100,
1,0.980,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
1,0.980,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
1,0.980,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
1,0.980,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
1,0.980,Human UTI,16-23,115,24,0,139,0.827,0.827,
1,0.980,Human UTI,23-5,126,12,141,279,0.913,0.452,
1,0.980,unknown,16-23,6,5,0,11,0.545,0.545,
1,0.980,unknown,23-5,8,3,11,22,0.727,0.364,
1,0.980,SLO Creek Water,16-23,0,846,30,876,0.000,0.000,
1,0.980,SLO Creek Water,23-5,6,1312,813,2131,0.005,0.003,
1,0.980,Pig/Swine,16-23,15,11,0,26,0.577,0.577,
1,0.980,Pig/Swine,23-5,13,10,26,49,0.565,0.265,
1,0.980,Klebsiella,16-23,0,0,0,0,NaN,NaN,
1,0.980,Klebsiella,23-5,0,0,0,0,NaN,NaN,
1,0.980,Hu Cw and Dg,16-23,10,20,0,30,0.333,0.333,
1,0.980,Hu Cw and Dg,23-5,20,10,30,60,0.667,0.333,
1,0.980,Ground Squirrel,16-23,113,57,4,174,0.665,0.649,
1,0.980,Ground Squirrel,23-5,116,61,141,318,0.655,0.365,
1,0.980,Opossum,16-23,4,2,0,6,0.667,0.667,
1,0.980,Opossum,23-5,5,1,6,12,0.833,0.417,
1,0.980,Cow,16-23,1565,213,11,1789,0.880,0.875,
1,0.980,Cow,23-5,1549,214,1727,3490,0.879,0.444,
1,0.980,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
1,0.980,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
1,0.980,OVERALL,16-23,4180,2096,72,6348,0.666,0.658,
1,0.980,OVERALL,23-5,4791,2720,5725,13236,0.638,0.362,
1,0.990,Chicken,16-23,22,15,3,40,0.595,0.550,
1,0.990,Chicken,23-5,28,14,40,82,0.667,0.341,
1,0.990,Sea Lion,16-23,1,1,0,2,0.500,0.500,
1,0.990,Sea Lion,23-5,4,0,2,6,1.000,0.667,
1,0.990,Hu and Cw,16-23,16,13,1,30,0.552,0.533,
1,0.990,Hu and Cw,23-5,14,16,30,60,0.467,0.233,
1,0.990,Sheep,16-23,77,25,2,104,0.755,0.740,
1,0.990,Sheep,23-5,77,18,97,192,0.811,0.401,
1,0.990,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
1,0.990,Hu and Dg,23-5,20,10,30,60,0.667,0.333,
1,0.990,Common Loon,16-23,2,0,0,2,1.000,1.000,
1,0.990,Common Loon,23-5,0,2,2,4,0.000,0.000,
1,0.990,Red-Winged Blackbird,16-23,2,0,0,2,1.000,1.000,
1,0.990,Red-Winged Blackbird,23-5,2,0,2,4,1.000,0.500,
1,0.990,Cw,16-23,16,13,1,30,0.552,0.533,
1,0.990,Cw,23-5,20,10,30,60,0.667,0.333,
1,0.990,Cliff Sparrow,16-23,16,12,0,28,0.571,0.571,
1,0.990,Cliff Sparrow,23-5,10,18,28,56,0.357,0.179,
1,0.990,Pig,16-23,21,16,0,37,0.568,0.568,
1,0.990,Pig,23-5,20,13,35,68,0.606,0.294,
1,0.990,Barn Owl,16-23,0,0,0,0,NaN,NaN,
1,0.990,Barn Owl,23-5,2,0,0,2,1.000,1.000,
1,0.990,Wild Pig,16-23,6,10,1,17,0.375,0.353,
1,0.990,Wild Pig,23-5,6,3,9,18,0.667,0.333,
1,0.990,Pennington Creek Water,16-23,0,312,33,345,0.000,0.000,
1,0.990,Pennington Creek Water,23-5,0,391,391,782,0.000,0.000,
1,0.990,Guinni,16-23,0,0,0,0,NaN,NaN,
1,0.990,Guinni,23-5,0,2,0,2,0.000,0.000,
1,0.990,Racoon,16-23,2,0,0,2,1.000,1.000,
1,0.990,Racoon,23-5,0,3,2,5,0.000,0.000,
1,0.990,Hu,16-23,23,6,0,29,0.793,0.793,
1,0.990,Hu,23-5,24,7,29,60,0.774,0.400,
1,0.990,Cw and Dg,16-23,11,19,0,30,0.367,0.367,
1,0.990,Cw and Dg,23-5,19,11,30,60,0.633,0.317,
1,0.990,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
1,0.990,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
1,0.990,Tree Swallow,16-23,2,0,0,2,1.000,1.000,
1,0.990,Tree Swallow,23-5,2,0,2,4,1.000,0.500,
1,0.990,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
1,0.990,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
1,0.990,Dg,16-23,10,20,0,30,0.333,0.333,
1,0.990,Dg,23-5,28,2,30,60,0.933,0.467,
1,0.990,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
1,0.990,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
1,0.990,White Crowned Sparrow,16-23,13,2,0,15,0.867,0.867,
1,0.990,White Crowned Sparrow,23-5,8,7,15,30,0.533,0.267,
1,0.990,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
1,0.990,Eared Grebe,23-5,2,2,0,4,0.500,0.500,
1,0.990,cougar,16-23,0,1,0,1,0.000,0.000,
1,0.990,cougar,23-5,0,0,2,2,NaN,0.000,
1,0.990,Ocean Water,16-23,0,0,0,0,NaN,NaN,
1,0.990,Ocean Water,23-5,0,10,0,10,0.000,0.000,
1,0.990,Red Tailed Hawk,16-23,2,0,0,2,1.000,1.000,
1,0.990,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
1,0.990,Dog,16-23,99,35,4,138,0.739,0.717,
1,0.990,Dog,23-5,150,36,141,327,0.806,0.459,
1,0.990,Human,16-23,1709,133,34,1876,0.928,0.911,
